Institucion,Area,Sexo,Cargo,Tiempo_Trabajo_Anios,Sueldo_Promedio_Institucion,Sueldo_Bruto,Predicciones
MOPC,Infraestructura,M,Arquitecto,19,54388,99235,28592.158119266074
MJ,Justicia,F,Abogada,25,53158,33403,23017.289655172408
SALUD,Medicina,M,Fisioterapeuta,39,45286,29567,22859.42391304348
CODEPESCA,Pesca,F,Ingeniero,25,40778,89319,23017.289655172408
UASD,Educación,M,Profesor,16,33325,56804,41321.878823529405
MOPC,Infraestructura,F,Arquitecto,33,59952,52693,22859.42391304348
MJ,Justicia,M,Abogada,31,53010,67317,22118.425806451607
SALUD,Medicina,F,Fisioterapeuta,7,36514,67860,33419.05843137255
CODEPESCA,Pesca,M,Ingeniero,23,56863,71230,25960.6631481482
UASD,Educación,F,Profesor,25,36284,69239,23017.289655172408
MOPC,Infraestructura,M,Arquitecto,28,55142,67817,22118.425806451607
MJ,Justicia,F,Abogada,24,46328,60440,23017.289655172408
SALUD,Medicina,M,Fisioterapeuta,12,31874,69224,32249.510871934617
CODEPESCA,Pesca,F,Ingeniero,5,56655,99882,33419.05843137255
UASD,Educación,M,Profesor,37,30449,64801,22859.42391304348
MOPC,Infraestructura,F,Arquitecto,7,40803,96660,33419.05843137255
MJ,Justicia,M,Abogada,37,59061,24619,22859.42391304348
SALUD,Medicina,F,Fisioterapeuta,34,40978,26868,22859.42391304348
CODEPESCA,Pesca,M,Ingeniero,14,51839,24227,35310.59222222223
UASD,Educación,F,Profesor,22,37194,82007,27908.708181818176
MOPC,Infraestructura,M,Arquitecto,21,39885,62143,28592.158119266074
MJ,Justicia,F,Abogada,29,46021,86036,22859.42391304348
SALUD,Medicina,M,Fisioterapeuta,6,50372,63632,32249.510871934617
CODEPESCA,Pesca,F,Ingeniero,15,52185,76293,49106.808285841515
UASD,Educación,M,Profesor,1,44655,99919,32249.510871934617
MOPC,Infraestructura,F,Arquitecto,27,42226,48510,23017.289655172408
MJ,Justicia,M,Abogada,38,50826,40160,22859.42391304348
SALUD,Medicina,F,Fisioterapeuta,20,33263,54713,30359.513548387094
CODEPESCA,Pesca,M,Ingeniero,34,54524,66074,22118.425806451607
UASD,Educación,F,Profesor,7,59287,24475,33419.05843137255
MOPC,Infraestructura,M,Arquitecto,7,48919,54175,32249.510871934617
MJ,Justicia,F,Abogada,31,46376,25040,22859.42391304348
SALUD,Medicina,M,Fisioterapeuta,12,43870,88783,32249.510871934617
CODEPESCA,Pesca,F,Ingeniero,5,37347,56028,33419.05843137255
UASD,Educación,M,Profesor,4,45449,63302,32249.510871934617
MOPC,Infraestructura,F,Arquitecto,30,37697,31364,22859.42391304348
MJ,Justicia,M,Abogada,7,33505,75304,32249.510871934617
SALUD,Medicina,F,Fisioterapeuta,19,40128,97253,30359.513548387094
CODEPESCA,Pesca,M,Ingeniero,8,42570,52628,32249.510871934617
UASD,Educación,F,Profesor,16,52489,86806,41310.71708333333
MOPC,Infraestructura,M,Arquitecto,4,46030,56218,32249.510871934617
MJ,Justicia,F,Abogada,11,34258,45356,33419.05843137255
SALUD,Medicina,M,Fisioterapeuta,12,43998,96540,32249.510871934617
CODEPESCA,Pesca,F,Ingeniero,35,38450,87418,23017.289655172408
UASD,Educación,M,Profesor,33,31869,63728,22118.425806451607
MOPC,Infraestructura,F,Arquitecto,3,38960,94776,33419.05843137255
MJ,Justicia,M,Abogada,2,42300,59728,32249.510871934617
SALUD,Medicina,F,Fisioterapeuta,21,32363,32841,30359.513548387094
CODEPESCA,Pesca,M,Ingeniero,10,48639,38931,32249.510871934617
UASD,Educación,F,Profesor,28,36449,72717,22859.42391304348
MOPC,Infraestructura,M,Arquitecto,28,53260,72437,22118.425806451607
MJ,Justicia,F,Abogada,26,50802,89339,23017.289655172408
SALUD,Medicina,M,Fisioterapeuta,29,59743,87917,22118.425806451607
CODEPESCA,Pesca,F,Ingeniero,13,41786,77812,33419.05843137255
UASD,Educación,M,Profesor,24,53190,45092,22859.42391304348
MOPC,Infraestructura,F,Arquitecto,2,53815,72363,33419.05843137255
MJ,Justicia,M,Abogada,12,32884,45078,32249.510871934617
SALUD,Medicina,F,Fisioterapeuta,11,36270,59640,33419.05843137255
CODEPESCA,Pesca,M,Ingeniero,32,39261,31531,22118.425806451607
UASD,Educación,F,Profesor,38,33785,53512,25020.124635416654
MOPC,Infraestructura,M,Arquitecto,3,30687,71627,32249.510871934617
MJ,Justicia,F,Abogada,32,51242,25497,22859.42391304348
SALUD,Medicina,M,Fisioterapeuta,9,50275,67757,32249.510871934617
CODEPESCA,Pesca,F,Ingeniero,39,43164,86568,25020.124635416654
UASD,Educación,M,Profesor,39,45813,57107,22859.42391304348
MOPC,Infraestructura,F,Arquitecto,34,49999,44792,22859.42391304348
MJ,Justicia,M,Abogada,24,57806,47045,22859.42391304348
SALUD,Medicina,F,Fisioterapeuta,24,35895,26655,23017.289655172408
CODEPESCA,Pesca,M,Ingeniero,4,58312,62733,32249.510871934617
UASD,Educación,F,Profesor,39,38301,66069,25020.124635416654
MOPC,Infraestructura,M,Arquitecto,38,56250,84712,22859.42391304348
MJ,Justicia,F,Abogada,21,53961,27511,30359.513548387094
SALUD,Medicina,M,Fisioterapeuta,9,55717,70439,32249.510871934617
CODEPESCA,Pesca,F,Ingeniero,7,52016,32619,33419.05843137255
UASD,Educación,M,Profesor,6,58006,88493,32249.510871934617
MOPC,Infraestructura,F,Arquitecto,19,37643,22479,30359.513548387094
MJ,Justicia,M,Abogada,8,48400,57690,32249.510871934617
SALUD,Medicina,F,Fisioterapeuta,31,57928,31725,22859.42391304348
CODEPESCA,Pesca,M,Ingeniero,29,44081,32108,22118.425806451607
UASD,Educación,F,Profesor,31,52304,46512,22859.42391304348
MOPC,Infraestructura,M,Arquitecto,33,51507,79855,22118.425806451607
MJ,Justicia,F,Abogada,9,33572,48238,33419.05843137255
SALUD,Medicina,M,Fisioterapeuta,30,31248,84529,22118.425806451607
CODEPESCA,Pesca,F,Ingeniero,8,56652,95173,33419.05843137255
UASD,Educación,M,Profesor,17,45612,22288,49106.808285841515
MOPC,Infraestructura,F,Arquitecto,13,59754,52276,33419.05843137255
MJ,Justicia,M,Abogada,20,49639,66118,28592.158119266074
SALUD,Medicina,F,Fisioterapeuta,31,41939,68862,22859.42391304348
CODEPESCA,Pesca,M,Ingeniero,36,53637,62654,22859.42391304348
UASD,Educación,F,Profesor,8,52236,79082,33419.05843137255
MOPC,Infraestructura,M,Arquitecto,3,55328,38509,32249.510871934617
MJ,Justicia,F,Abogada,8,58669,88452,33419.05843137255
SALUD,Medicina,M,Fisioterapeuta,29,56182,67349,22118.425806451607
CODEPESCA,Pesca,F,Ingeniero,15,57039,95602,49106.808285841515
UASD,Educación,M,Profesor,19,48299,78309,28592.158119266074
MOPC,Infraestructura,F,Arquitecto,39,38632,63080,25020.124635416654
MJ,Justicia,M,Abogada,6,48356,41806,32249.510871934617
SALUD,Medicina,F,Fisioterapeuta,8,56790,47098,33419.05843137255
CODEPESCA,Pesca,M,Ingeniero,27,52739,41035,22859.42391304348
UASD,Educación,F,Profesor,2,35556,81136,33419.05843137255
MOPC,Infraestructura,M,Arquitecto,36,46988,78828,22859.42391304348
MJ,Justicia,F,Abogada,6,43002,72854,33419.05843137255
SALUD,Medicina,M,Fisioterapeuta,34,44382,97424,22118.425806451607
CODEPESCA,Pesca,F,Ingeniero,2,33890,80387,33419.05843137255
UASD,Educación,M,Profesor,38,59594,32204,22859.42391304348
MOPC,Infraestructura,F,Arquitecto,17,32055,70349,49106.808285841515
MJ,Justicia,M,Abogada,23,49238,26259,25960.6631481482
SALUD,Medicina,F,Fisioterapeuta,29,40185,77379,22859.42391304348
CODEPESCA,Pesca,M,Ingeniero,1,38772,74979,32249.510871934617
UASD,Educación,F,Profesor,23,52221,53835,27908.708181818176
MOPC,Infraestructura,M,Arquitecto,30,33170,54081,22118.425806451607
MJ,Justicia,F,Abogada,12,58239,20455,33419.05843137255
SALUD,Medicina,M,Fisioterapeuta,37,41645,83700,22859.42391304348
CODEPESCA,Pesca,F,Ingeniero,28,32184,54568,22859.42391304348
UASD,Educación,M,Profesor,36,43531,99059,22859.42391304348
MOPC,Infraestructura,F,Arquitecto,18,45074,54614,32460.513239819054
MJ,Justicia,M,Abogada,38,56844,28163,22859.42391304348
SALUD,Medicina,F,Fisioterapeuta,32,31367,96571,22859.42391304348
CODEPESCA,Pesca,M,Ingeniero,5,40412,28847,32249.510871934617
UASD,Educación,F,Profesor,21,48378,60621,30359.513548387094
MOPC,Infraestructura,M,Arquitecto,33,50678,33592,22118.425806451607
MJ,Justicia,F,Abogada,23,42292,40943,27908.708181818176
SALUD,Medicina,M,Fisioterapeuta,15,53298,72972,49106.808285841515
CODEPESCA,Pesca,F,Ingeniero,13,57390,29188,33419.05843137255
UASD,Educación,M,Profesor,15,47453,51273,49106.808285841515
MOPC,Infraestructura,F,Arquitecto,16,30719,34626,41310.71708333333
MJ,Justicia,M,Abogada,25,38388,96195,22859.42391304348
SALUD,Medicina,F,Fisioterapeuta,29,45346,24370,22859.42391304348
CODEPESCA,Pesca,M,Ingeniero,5,31117,68311,32249.510871934617
UASD,Educación,F,Profesor,35,33991,64220,23017.289655172408
MOPC,Infraestructura,M,Arquitecto,28,33343,64994,22118.425806451607
MJ,Justicia,F,Abogada,33,48475,87503,22859.42391304348
SALUD,Medicina,M,Fisioterapeuta,6,46126,36756,32249.510871934617
CODEPESCA,Pesca,F,Ingeniero,32,48733,32308,22859.42391304348
UASD,Educación,M,Profesor,34,49461,98707,22118.425806451607
MOPC,Infraestructura,F,Arquitecto,22,46479,61189,27908.708181818176
MJ,Justicia,M,Abogada,20,36508,58592,28592.158119266074
SALUD,Medicina,F,Fisioterapeuta,35,42543,81533,23017.289655172408
CODEPESCA,Pesca,M,Ingeniero,36,54740,46734,22859.42391304348
UASD,Educación,F,Profesor,33,54209,76283,22859.42391304348
MOPC,Infraestructura,M,Arquitecto,30,55882,86165,22118.425806451607
MJ,Justicia,F,Abogada,26,34049,72872,23017.289655172408
SALUD,Medicina,M,Fisioterapeuta,15,31007,56589,49106.808285841515
CODEPESCA,Pesca,F,Ingeniero,21,58863,66607,30359.513548387094
UASD,Educación,M,Profesor,17,31518,91437,49106.808285841515
MOPC,Infraestructura,F,Arquitecto,16,53673,30460,41310.71708333333
MJ,Justicia,M,Abogada,13,35719,24092,32249.510871934617
SALUD,Medicina,F,Fisioterapeuta,29,46604,45789,22859.42391304348
CODEPESCA,Pesca,M,Ingeniero,10,57206,77362,32249.510871934617
UASD,Educación,F,Profesor,27,41448,32623,23017.289655172408
MOPC,Infraestructura,M,Arquitecto,38,35104,67904,22859.42391304348
MJ,Justicia,F,Abogada,34,52612,28121,22859.42391304348
SALUD,Medicina,M,Fisioterapeuta,38,37519,67598,22859.42391304348
CODEPESCA,Pesca,F,Ingeniero,5,43564,55072,33419.05843137255
UASD,Educación,M,Profesor,19,56817,27080,28592.158119266074
MOPC,Infraestructura,F,Arquitecto,39,57020,86233,25020.124635416654
MJ,Justicia,M,Abogada,23,31503,86585,25960.6631481482
SALUD,Medicina,F,Fisioterapeuta,6,45983,98284,33419.05843137255
CODEPESCA,Pesca,M,Ingeniero,37,57849,49224,22859.42391304348
UASD,Educación,F,Profesor,27,46785,28614,23017.289655172408
MOPC,Infraestructura,M,Arquitecto,35,39807,92123,22859.42391304348
MJ,Justicia,F,Abogada,33,45266,81420,22859.42391304348
SALUD,Medicina,M,Fisioterapeuta,16,31120,64895,41321.878823529405
CODEPESCA,Pesca,F,Ingeniero,25,32567,96382,23017.289655172408
UASD,Educación,M,Profesor,21,50258,84426,28592.158119266074
MOPC,Infraestructura,F,Arquitecto,8,33217,48745,33419.05843137255
MJ,Justicia,M,Abogada,14,32009,21707,35310.59222222223
SALUD,Medicina,F,Fisioterapeuta,14,40749,70542,38962.08721461187
CODEPESCA,Pesca,M,Ingeniero,6,53423,49757,32249.510871934617
UASD,Educación,F,Profesor,6,59456,49392,33419.05843137255
MOPC,Infraestructura,M,Arquitecto,34,56218,76944,22118.425806451607
MJ,Justicia,F,Abogada,38,30407,56385,25020.124635416654
SALUD,Medicina,M,Fisioterapeuta,21,30574,85362,28592.158119266074
CODEPESCA,Pesca,F,Ingeniero,22,46020,95081,27908.708181818176
UASD,Educación,M,Profesor,38,46433,38095,22859.42391304348
MOPC,Infraestructura,F,Arquitecto,28,59580,31871,22859.42391304348
MJ,Justicia,M,Abogada,11,41228,71047,32249.510871934617
SALUD,Medicina,F,Fisioterapeuta,3,44113,91075,33419.05843137255
CODEPESCA,Pesca,M,Ingeniero,15,53653,86844,49106.808285841515
UASD,Educación,F,Profesor,3,37032,64793,33419.05843137255
MOPC,Infraestructura,M,Arquitecto,15,33318,63695,49106.808285841515
MJ,Justicia,F,Abogada,9,58591,33508,33419.05843137255
SALUD,Medicina,M,Fisioterapeuta,39,36749,69233,22859.42391304348
CODEPESCA,Pesca,F,Ingeniero,3,37305,24943,33419.05843137255
UASD,Educación,M,Profesor,25,49881,72015,22859.42391304348
MOPC,Infraestructura,F,Arquitecto,36,56937,77864,25020.124635416654
MJ,Justicia,M,Abogada,12,41683,60336,32249.510871934617
SALUD,Medicina,F,Fisioterapeuta,11,40128,81761,33419.05843137255
CODEPESCA,Pesca,M,Ingeniero,26,43310,70053,22859.42391304348
UASD,Educación,F,Profesor,36,39503,55789,25020.124635416654
MOPC,Infraestructura,M,Arquitecto,12,44052,86562,32249.510871934617
MJ,Justicia,F,Abogada,18,41973,91666,32460.513239819054
SALUD,Medicina,M,Fisioterapeuta,17,52558,41526,49106.808285841515
CODEPESCA,Pesca,F,Ingeniero,36,48652,44342,25020.124635416654
UASD,Educación,M,Profesor,1,49906,95402,32249.510871934617
MOPC,Infraestructura,F,Arquitecto,16,51773,75606,41310.71708333333
MJ,Justicia,M,Abogada,36,55507,51783,22859.42391304348
SALUD,Medicina,F,Fisioterapeuta,21,35013,24853,30359.513548387094
CODEPESCA,Pesca,M,Ingeniero,30,40939,20672,22118.425806451607
UASD,Educación,F,Profesor,15,34417,30807,49106.808285841515
MOPC,Infraestructura,M,Arquitecto,7,50865,80843,32249.510871934617
MJ,Justicia,F,Abogada,24,35412,25748,23017.289655172408
SALUD,Medicina,M,Fisioterapeuta,35,54856,29700,22859.42391304348
CODEPESCA,Pesca,F,Ingeniero,17,50700,56533,49106.808285841515
UASD,Educación,M,Profesor,32,51917,88648,22118.425806451607
MOPC,Infraestructura,F,Arquitecto,18,50881,36800,32460.513239819054
MJ,Justicia,M,Abogada,11,45742,76467,32249.510871934617
SALUD,Medicina,F,Fisioterapeuta,36,32230,76849,25020.124635416654
CODEPESCA,Pesca,M,Ingeniero,25,50888,31156,22859.42391304348
UASD,Educación,F,Profesor,8,54230,49204,33419.05843137255
MOPC,Infraestructura,M,Arquitecto,38,50060,26031,22859.42391304348
MJ,Justicia,F,Abogada,18,46139,98233,32460.513239819054
SALUD,Medicina,M,Fisioterapeuta,9,53107,50673,32249.510871934617
CODEPESCA,Pesca,F,Ingeniero,14,49962,72162,38962.08721461187
UASD,Educación,M,Profesor,1,58141,38051,32249.510871934617
MOPC,Infraestructura,F,Arquitecto,1,52966,82146,33419.05843137255
MJ,Justicia,M,Abogada,19,56890,67695,28592.158119266074
SALUD,Medicina,F,Fisioterapeuta,25,37333,91768,23017.289655172408
CODEPESCA,Pesca,M,Ingeniero,4,39222,22961,32249.510871934617
UASD,Educación,F,Profesor,32,42971,63004,22859.42391304348
MOPC,Infraestructura,M,Arquitecto,8,40013,91009,32249.510871934617
MJ,Justicia,F,Abogada,23,39103,27950,27908.708181818176
SALUD,Medicina,M,Fisioterapeuta,20,50548,58983,28592.158119266074
CODEPESCA,Pesca,F,Ingeniero,26,35345,89651,23017.289655172408
UASD,Educación,M,Profesor,37,42972,91584,22859.42391304348
MOPC,Infraestructura,F,Arquitecto,21,42931,96633,30359.513548387094
MJ,Justicia,M,Abogada,18,42445,31703,30359.513548387094
SALUD,Medicina,F,Fisioterapeuta,18,51574,37341,32460.513239819054
CODEPESCA,Pesca,M,Ingeniero,34,48593,75393,22118.425806451607
UASD,Educación,F,Profesor,13,32387,73009,33419.05843137255
MOPC,Infraestructura,M,Arquitecto,22,30364,50430,25960.6631481482
MJ,Justicia,F,Abogada,23,45343,61132,27908.708181818176
SALUD,Medicina,M,Fisioterapeuta,5,44112,35025,32249.510871934617
CODEPESCA,Pesca,F,Ingeniero,6,59402,35618,33419.05843137255
UASD,Educación,M,Profesor,29,34472,40870,22118.425806451607
MOPC,Infraestructura,F,Arquitecto,11,47550,85065,33419.05843137255
MJ,Justicia,M,Abogada,12,51861,55358,32249.510871934617
SALUD,Medicina,F,Fisioterapeuta,38,37504,26646,25020.124635416654
CODEPESCA,Pesca,M,Ingeniero,23,59837,94040,25960.6631481482
UASD,Educación,F,Profesor,26,53091,47901,23017.289655172408
MOPC,Infraestructura,M,Arquitecto,13,48181,47091,32249.510871934617
MJ,Justicia,F,Abogada,25,42918,42237,23017.289655172408
SALUD,Medicina,M,Fisioterapeuta,27,58277,43930,22859.42391304348
CODEPESCA,Pesca,F,Ingeniero,1,49745,51640,33419.05843137255
UASD,Educación,M,Profesor,25,34309,33523,22859.42391304348
MOPC,Infraestructura,F,Arquitecto,21,33776,73642,30359.513548387094
MJ,Justicia,M,Abogada,29,40946,33097,22118.425806451607
SALUD,Medicina,F,Fisioterapeuta,7,32500,56452,33419.05843137255
CODEPESCA,Pesca,M,Ingeniero,2,43649,92911,32249.510871934617
UASD,Educación,F,Profesor,31,53723,79511,22859.42391304348
MOPC,Infraestructura,M,Arquitecto,29,37351,49999,22118.425806451607
MJ,Justicia,F,Abogada,2,43998,92135,33419.05843137255
SALUD,Medicina,M,Fisioterapeuta,8,30375,30475,32249.510871934617
CODEPESCA,Pesca,F,Ingeniero,26,46666,99280,23017.289655172408
UASD,Educación,M,Profesor,3,45515,68196,32249.510871934617
MOPC,Infraestructura,F,Arquitecto,22,36172,91679,27908.708181818176
MJ,Justicia,M,Abogada,33,51738,40739,22118.425806451607
SALUD,Medicina,F,Fisioterapeuta,20,38202,67978,30359.513548387094
CODEPESCA,Pesca,M,Ingeniero,11,44603,71793,32249.510871934617
UASD,Educación,F,Profesor,39,37041,36042,25020.124635416654
MOPC,Infraestructura,M,Arquitecto,39,53597,83454,22859.42391304348
MJ,Justicia,F,Abogada,1,44732,71100,33419.05843137255
SALUD,Medicina,M,Fisioterapeuta,24,34108,96106,22859.42391304348
CODEPESCA,Pesca,F,Ingeniero,2,50597,68829,33419.05843137255
UASD,Educación,M,Profesor,12,35056,56373,32249.510871934617
MOPC,Infraestructura,F,Arquitecto,25,38769,41044,23017.289655172408
MJ,Justicia,M,Abogada,2,40826,80606,32249.510871934617
SALUD,Medicina,F,Fisioterapeuta,13,42901,32680,33419.05843137255
CODEPESCA,Pesca,M,Ingeniero,12,49375,28971,32249.510871934617
UASD,Educación,F,Profesor,26,50819,69182,23017.289655172408
MOPC,Infraestructura,M,Arquitecto,2,56037,26782,32249.510871934617
MJ,Justicia,F,Abogada,36,34938,64049,25020.124635416654
SALUD,Medicina,M,Fisioterapeuta,3,48038,77335,32249.510871934617
CODEPESCA,Pesca,F,Ingeniero,35,32626,39212,23017.289655172408
UASD,Educación,M,Profesor,28,56100,92616,22118.425806451607
MOPC,Infraestructura,F,Arquitecto,18,45914,47804,32460.513239819054
MJ,Justicia,M,Abogada,16,48143,33182,41321.878823529405
SALUD,Medicina,F,Fisioterapeuta,13,59258,61171,33419.05843137255
CODEPESCA,Pesca,M,Ingeniero,15,47030,81117,49106.808285841515
UASD,Educación,F,Profesor,32,55541,83420,22859.42391304348
MOPC,Infraestructura,M,Arquitecto,36,33973,58771,22859.42391304348
MJ,Justicia,F,Abogada,35,30742,52384,23017.289655172408
SALUD,Medicina,M,Fisioterapeuta,24,43045,96102,22859.42391304348
CODEPESCA,Pesca,F,Ingeniero,18,31263,21127,32460.513239819054
UASD,Educación,M,Profesor,26,50550,79105,22859.42391304348
MOPC,Infraestructura,F,Arquitecto,8,46566,65272,33419.05843137255
MJ,Justicia,M,Abogada,39,52507,91925,22859.42391304348
SALUD,Medicina,F,Fisioterapeuta,21,36995,61494,30359.513548387094
CODEPESCA,Pesca,M,Ingeniero,30,52134,97638,22118.425806451607
UASD,Educación,F,Profesor,26,55106,58434,23017.289655172408
MOPC,Infraestructura,M,Arquitecto,2,59962,32351,32249.510871934617
MJ,Justicia,F,Abogada,33,59109,98023,22859.42391304348
SALUD,Medicina,M,Fisioterapeuta,18,50256,39461,30359.513548387094
CODEPESCA,Pesca,F,Ingeniero,17,37634,58007,49106.808285841515
UASD,Educación,M,Profesor,1,39928,28034,32249.510871934617
MOPC,Infraestructura,F,Arquitecto,33,35893,72441,22859.42391304348
MJ,Justicia,M,Abogada,35,33745,52629,22859.42391304348
SALUD,Medicina,F,Fisioterapeuta,17,57758,39837,49106.808285841515
CODEPESCA,Pesca,M,Ingeniero,26,45870,29413,22859.42391304348
UASD,Educación,F,Profesor,31,58621,57864,22859.42391304348
MOPC,Infraestructura,M,Arquitecto,29,55379,30014,22118.425806451607
MJ,Justicia,F,Abogada,14,54964,53532,38962.08721461187
SALUD,Medicina,M,Fisioterapeuta,12,36329,37534,32249.510871934617
CODEPESCA,Pesca,F,Ingeniero,26,45968,20101,23017.289655172408
UASD,Educación,M,Profesor,22,35247,48182,25960.6631481482
MOPC,Infraestructura,F,Arquitecto,5,43847,25232,33419.05843137255
MJ,Justicia,M,Abogada,18,33756,26319,30359.513548387094
SALUD,Medicina,F,Fisioterapeuta,24,31065,43106,23017.289655172408
CODEPESCA,Pesca,M,Ingeniero,13,30623,85717,32249.510871934617
UASD,Educación,F,Profesor,9,52351,89963,33419.05843137255
MOPC,Infraestructura,M,Arquitecto,30,37776,96033,22118.425806451607
MJ,Justicia,F,Abogada,5,38592,26739,33419.05843137255
SALUD,Medicina,M,Fisioterapeuta,36,49282,23574,22859.42391304348
CODEPESCA,Pesca,F,Ingeniero,29,41049,60104,22859.42391304348
UASD,Educación,M,Profesor,24,56435,46612,22859.42391304348
MOPC,Infraestructura,F,Arquitecto,16,55646,76554,41310.71708333333
MJ,Justicia,M,Abogada,32,57502,32974,22118.425806451607
SALUD,Medicina,F,Fisioterapeuta,16,51242,35609,41310.71708333333
CODEPESCA,Pesca,M,Ingeniero,31,50464,69239,22118.425806451607
UASD,Educación,F,Profesor,24,51329,56907,23017.289655172408
MOPC,Infraestructura,M,Arquitecto,12,34202,70766,32249.510871934617
MJ,Justicia,F,Abogada,1,38140,64110,33419.05843137255
SALUD,Medicina,M,Fisioterapeuta,34,46035,91838,22118.425806451607
CODEPESCA,Pesca,F,Ingeniero,25,51023,72075,23017.289655172408
UASD,Educación,M,Profesor,36,49717,58879,22859.42391304348
MOPC,Infraestructura,F,Arquitecto,19,34314,52419,30359.513548387094
MJ,Justicia,M,Abogada,36,42324,84152,22859.42391304348
SALUD,Medicina,F,Fisioterapeuta,7,51159,71901,33419.05843137255
CODEPESCA,Pesca,M,Ingeniero,21,50280,52899,28592.158119266074
UASD,Educación,F,Profesor,20,53572,93056,30359.513548387094
MOPC,Infraestructura,M,Arquitecto,33,33589,47053,22118.425806451607
MJ,Justicia,F,Abogada,38,33139,28538,25020.124635416654
SALUD,Medicina,M,Fisioterapeuta,15,55607,59694,49106.808285841515
CODEPESCA,Pesca,F,Ingeniero,33,31781,98287,22859.42391304348
UASD,Educación,M,Profesor,8,49572,62774,32249.510871934617
MOPC,Infraestructura,F,Arquitecto,18,32576,52240,32460.513239819054
MJ,Justicia,M,Abogada,15,46206,25256,49106.808285841515
SALUD,Medicina,F,Fisioterapeuta,32,31558,37729,22859.42391304348
CODEPESCA,Pesca,M,Ingeniero,1,55002,48769,32249.510871934617
UASD,Educación,F,Profesor,1,58259,88534,33419.05843137255
MOPC,Infraestructura,M,Arquitecto,38,38047,76199,22859.42391304348
MJ,Justicia,F,Abogada,7,51175,65275,33419.05843137255
SALUD,Medicina,M,Fisioterapeuta,1,59735,51469,32249.510871934617
CODEPESCA,Pesca,F,Ingeniero,31,33466,86861,22859.42391304348
UASD,Educación,M,Profesor,8,52308,71953,32249.510871934617
MOPC,Infraestructura,F,Arquitecto,2,42004,89836,33419.05843137255
MJ,Justicia,M,Abogada,5,58553,42940,32249.510871934617
SALUD,Medicina,F,Fisioterapeuta,25,49516,92481,23017.289655172408
CODEPESCA,Pesca,M,Ingeniero,14,35544,37154,35310.59222222223
UASD,Educación,F,Profesor,4,33607,90980,33419.05843137255
MOPC,Infraestructura,M,Arquitecto,21,56632,45915,28592.158119266074
MJ,Justicia,F,Abogada,20,47654,82672,30359.513548387094
SALUD,Medicina,M,Fisioterapeuta,36,35210,45203,22859.42391304348
CODEPESCA,Pesca,F,Ingeniero,13,39080,31378,33419.05843137255
UASD,Educación,M,Profesor,20,50461,43446,28592.158119266074
