Institucion,Area,Sexo,Cargo,Tiempo_Trabajo_Anios,Sueldo_Promedio_Institucion,Sueldo_Bruto,Predicciones
CODEPESCA,Pesca,F,Ingeniero,25,40778,89319,-2051.0947653017206
UASD,Educación,M,Profesor,16,33325,56804,-2056.076545875588
MOPC,Infraestructura,F,Arquitecto,33,59952,52693,-2047.7905638110396
MJ,Justicia,M,Abogada,31,53010,67317,-2051.8861710022793
SALUD,Medicina,F,Fisioterapeuta,7,36514,67860,-2053.7371183813143
CODEPESCA,Pesca,M,Ingeniero,23,56863,71230,-2052.3520291576247
UASD,Educación,F,Profesor,25,36284,69239,-2051.6487026339396
MOPC,Infraestructura,M,Arquitecto,28,55142,67817,-2051.9761717292254
MJ,Justicia,F,Abogada,24,46328,60440,-2050.5282618955307
SALUD,Medicina,M,Fisioterapeuta,12,31874,69224,-2056.725790783161
CODEPESCA,Pesca,F,Ingeniero,5,56655,99882,-2051.489704043214
UASD,Educación,M,Profesor,37,30449,64801,-2053.9614858295627
MOPC,Infraestructura,F,Arquitecto,7,40803,96660,-2053.208449663494
MJ,Justicia,M,Abogada,37,59061,24619,-2050.4347268287975
SALUD,Medicina,F,Fisioterapeuta,34,40978,26868,-2050.0117300449338
CODEPESCA,Pesca,M,Ingeniero,14,51839,24227,-2054.0296780527347
UASD,Educación,F,Profesor,22,37194,82007,-2051.8893289550047
MOPC,Infraestructura,M,Arquitecto,21,39885,62143,-2054.6799596870414
MJ,Justicia,F,Abogada,29,46021,86036,-2049.9781126585513
SALUD,Medicina,M,Fisioterapeuta,6,50372,63632,-2055.151287567093
CODEPESCA,Pesca,F,Ingeniero,15,52185,76293,-2050.8647020430058
UASD,Educación,M,Profesor,1,44655,99919,-2056.443964282774
MOPC,Infraestructura,F,Arquitecto,27,42226,48510,-2050.681086389873
MJ,Justicia,M,Abogada,38,50826,40160,-2051.332187452835
SALUD,Medicina,F,Fisioterapeuta,20,33263,54713,-2052.6090662549027
CODEPESCA,Pesca,M,Ingeniero,34,54524,66074,-2051.3467587236487
UASD,Educación,F,Profesor,7,59287,24475,-2050.930083475526
MOPC,Infraestructura,M,Arquitecto,7,48919,54175,-2055.212788469923
MJ,Justicia,F,Abogada,31,46376,25040,-2049.699158602982
SALUD,Medicina,M,Fisioterapeuta,12,43870,88783,-2055.2471454255074
CODEPESCA,Pesca,F,Ingeniero,5,37347,56028,-2053.869637734909
UASD,Educación,M,Profesor,4,45449,63302,-2055.9933003083706
MOPC,Infraestructura,F,Arquitecto,30,37697,31364,-2050.8865435590837
MJ,Justicia,M,Abogada,7,33505,75304,-2057.1127417495886
SALUD,Medicina,F,Fisioterapeuta,19,40128,97253,-2051.880473931964
CODEPESCA,Pesca,M,Ingeniero,8,42570,52628,-2055.8777778414988
UASD,Educación,F,Profesor,16,52489,86806,-2050.7096324312147
MOPC,Infraestructura,M,Arquitecto,4,46030,56218,-2055.9216853573207
MJ,Justicia,F,Abogada,11,34258,45356,-2053.544803978979
SALUD,Medicina,M,Fisioterapeuta,12,43998,96540,-2055.2313679492004
CODEPESCA,Pesca,F,Ingeniero,35,38450,87418,-2050.2057370964367
UASD,Educación,M,Profesor,33,31869,63728,-2054.2568468740287
MOPC,Infraestructura,F,Arquitecto,3,38960,94776,-2053.9060130922567
MJ,Justicia,M,Abogada,2,42300,59728,-2056.6166470889552
SALUD,Medicina,F,Fisioterapeuta,21,32363,32841,-2052.6024035296246
CODEPESCA,Pesca,M,Ingeniero,10,48639,38931,-2054.894507382659
UASD,Educación,F,Profesor,28,36449,72717,-2051.275570164202
MOPC,Infraestructura,M,Arquitecto,28,53260,72437,-2052.2081499355527
MJ,Justicia,F,Abogada,26,50802,89339,-2049.7415935828612
SALUD,Medicina,M,Fisioterapeuta,29,59743,87917,-2051.2914473073442
CODEPESCA,Pesca,F,Ingeniero,13,41786,77812,-2052.3816949425454
UASD,Educación,M,Profesor,24,53190,45092,-2052.687170665156
MOPC,Infraestructura,F,Arquitecto,2,53815,72363,-2052.1925611154625
MJ,Justicia,M,Abogada,12,32884,45078,-2056.601296634175
SALUD,Medicina,F,Fisioterapeuta,11,36270,59640,-2053.296801773277
CODEPESCA,Pesca,M,Ingeniero,32,39261,31531,-2053.4632957228573
UASD,Educación,F,Profesor,38,33785,53512,-2050.4279578342234
MOPC,Infraestructura,M,Arquitecto,3,30687,71627,-2057.9304851736592
MJ,Justicia,F,Abogada,32,51242,25497,-2048.9817698746842
SALUD,Medicina,M,Fisioterapeuta,9,50275,67757,-2054.8104496191713
CODEPESCA,Pesca,F,Ingeniero,39,43164,86568,-2049.1542898045677
UASD,Educación,M,Profesor,39,45813,57107,-2051.832499415456
MOPC,Infraestructura,F,Arquitecto,34,49999,44792,-2048.8997877498864
MJ,Justicia,M,Abogada,24,57806,47045,-2052.118195425832
SALUD,Medicina,F,Fisioterapeuta,24,35895,26655,-2051.814249476091
CODEPESCA,Pesca,M,Ingeniero,4,58312,62733,-2054.4077872010434
UASD,Educación,F,Profesor,39,38301,66069,-2049.7537106427026
MOPC,Infraestructura,M,Arquitecto,38,56250,84712,-2050.6636168943232
MJ,Justicia,F,Abogada,21,53961,27511,-2049.940200925874
SALUD,Medicina,M,Fisioterapeuta,9,55717,70439,-2054.1396603530534
CODEPESCA,Pesca,F,Ingeniero,7,52016,32619,-2051.8263180866875
UASD,Educación,M,Profesor,6,58006,88493,-2054.2103090192163
MOPC,Infraestructura,F,Arquitecto,19,37643,22479,-2052.186778843082
MJ,Justicia,M,Abogada,8,48400,57690,-2055.159163100325
SALUD,Medicina,F,Fisioterapeuta,31,57928,31725,-2048.275241366269
CODEPESCA,Pesca,M,Ingeniero,29,44081,32108,-2053.221969447355
UASD,Educación,F,Profesor,31,52304,46512,-2048.968464231511
MOPC,Infraestructura,M,Arquitecto,33,51507,79855,-2051.83623687623
MJ,Justicia,F,Abogada,9,33572,48238,-2053.864557602186
SALUD,Medicina,M,Fisioterapeuta,30,31248,84529,-2054.686186603111
CODEPESCA,Pesca,F,Ingeniero,8,56652,95173,-2051.137279511129
UASD,Educación,M,Profesor,17,45612,22288,-2054.444433306081
MOPC,Infraestructura,F,Arquitecto,13,59754,52276,-2050.16693170594
MJ,Justicia,M,Abogada,20,49639,66118,-2053.595264793391
SALUD,Medicina,F,Fisioterapeuta,31,41939,68862,-2050.246070027783
CODEPESCA,Pesca,M,Ingeniero,36,53637,62654,-2051.220895492872
UASD,Educación,F,Profesor,8,52236,79082,-2051.681602443723
MOPC,Infraestructura,M,Arquitecto,3,55328,38509,-2054.893197723014
MJ,Justicia,F,Abogada,8,58669,88452,-2050.888660997759
SALUD,Medicina,M,Fisioterapeuta,29,56182,67349,-2051.7303816286685
CODEPESCA,Pesca,F,Ingeniero,15,57039,95602,-2050.2663905586733
UASD,Educación,M,Profesor,19,48299,78309,-2053.8780333540426
MOPC,Infraestructura,F,Arquitecto,39,38632,63080,-2049.7129110750648
MJ,Justicia,M,Abogada,6,48356,41806,-2055.3997828189295
SALUD,Medicina,F,Fisioterapeuta,8,56790,47098,-2051.1202694194853
CODEPESCA,Pesca,M,Ingeniero,27,52739,41035,-2052.3899673001456
UASD,Educación,F,Profesor,2,35556,81136,-2054.4431934583595
MOPC,Infraestructura,M,Arquitecto,36,46988,78828,-2052.0404614301037
MJ,Justicia,F,Abogada,6,43002,72854,-2053.0549956565615
SALUD,Medicina,M,Fisioterapeuta,34,44382,97424,-2052.596877197917
CODEPESCA,Pesca,F,Ingeniero,2,33890,80387,-2054.648547173419
UASD,Educación,M,Profesor,38,59594,32204,-2050.251430325801
MOPC,Infraestructura,F,Arquitecto,17,32055,70349,-2053.110760504236
MJ,Justicia,M,Abogada,23,49238,26259,-2053.2918983516984
SALUD,Medicina,F,Fisioterapeuta,29,40185,77379,-2050.697466968927
CODEPESCA,Pesca,M,Ingeniero,1,38772,74979,-2057.169111885231
UASD,Educación,F,Profesor,23,52221,53835,-2049.9194797832993
MOPC,Infraestructura,M,Arquitecto,30,33170,54081,-2054.4492779354373
MJ,Justicia,F,Abogada,12,58239,20455,-2050.4712710349804
SALUD,Medicina,M,Fisioterapeuta,37,41645,83700,-2052.5814496988287
CODEPESCA,Pesca,F,Ingeniero,28,32184,54568,-2051.8012806052147
UASD,Educación,M,Profesor,36,43531,99059,-2052.4665765519285
MOPC,Infraestructura,F,Arquitecto,18,45074,54614,-2051.388420492098
MJ,Justicia,M,Abogada,38,56844,28163,-2050.5903995433355
SALUD,Medicina,F,Fisioterapeuta,32,31367,96571,-2051.431592855958
CODEPESCA,Pesca,M,Ingeniero,5,40412,28847,-2056.496570547799
UASD,Educación,F,Profesor,21,48378,60621,-2050.628370068236
MOPC,Infraestructura,M,Arquitecto,33,50678,33592,-2051.938420687625
MJ,Justicia,F,Abogada,23,42292,40943,-2051.1433435508998
SALUD,Medicina,M,Fisioterapeuta,15,53298,72972,-2053.732241369579
CODEPESCA,Pesca,F,Ingeniero,13,57390,29188,-2050.4583219714864
UASD,Educación,M,Profesor,15,47453,51273,-2054.452705033757
MOPC,Infraestructura,F,Arquitecto,16,30719,34626,-2053.3930360187533
MJ,Justicia,M,Abogada,25,38388,96195,-2054.3940897806665
SALUD,Medicina,F,Fisioterapeuta,29,45346,24370,-2050.0613141937647
CODEPESCA,Pesca,M,Ingeniero,5,31117,68311,-2057.6422865030663
UASD,Educación,F,Profesor,35,33991,64220,-2050.7553602749776
MOPC,Infraestructura,M,Arquitecto,28,33343,64994,-2054.6631499012396
MJ,Justicia,F,Abogada,33,48475,87503,-2049.205236432729
SALUD,Medicina,M,Fisioterapeuta,6,46126,36756,-2055.6746560389665
CODEPESCA,Pesca,F,Ingeniero,32,48733,32308,-2049.2910330626096
UASD,Educación,M,Profesor,34,49461,98707,-2051.970831868514
MOPC,Infraestructura,F,Arquitecto,22,46479,61189,-2050.7448456150737
MJ,Justicia,M,Abogada,20,36508,58592,-2055.213811991736
SALUD,Medicina,F,Fisioterapeuta,35,42543,81533,-2049.701227639211
CODEPESCA,Pesca,M,Ingeniero,36,54740,46734,-2051.0849380212567
UASD,Educación,F,Profesor,33,54209,76283,-2048.4984547987856
MOPC,Infraestructura,M,Arquitecto,30,55882,86165,-2051.649761983201
MJ,Justicia,F,Abogada,26,34049,72872,-2051.8065940560828
SALUD,Medicina,M,Fisioterapeuta,15,31007,56589,-2056.4798642161486
CODEPESCA,Pesca,F,Ingeniero,21,58863,66607,-2049.3359728879263
UASD,Educación,M,Profesor,17,31518,91437,-2056.18168136133
MOPC,Infraestructura,F,Arquitecto,16,53673,30460,-2050.563690775374
MJ,Justicia,M,Abogada,13,35719,24092,-2056.1342520807184
SALUD,Medicina,F,Fisioterapeuta,29,46604,45789,-2049.906251184434
CODEPESCA,Pesca,M,Ingeniero,10,57206,77362,-2053.838525823888
UASD,Educación,F,Profesor,27,41448,32623,-2050.776983863052
MOPC,Infraestructura,M,Arquitecto,38,35104,67904,-2053.2701052848647
MJ,Justicia,F,Abogada,34,52612,28121,-2048.5777053624615
SALUD,Medicina,M,Fisioterapeuta,38,37519,67598,-2052.9724286811024
CODEPESCA,Pesca,F,Ingeniero,5,43564,55072,-2053.103320780213
UASD,Educación,M,Profesor,19,56817,27080,-2052.8280916104204
MOPC,Infraestructura,F,Arquitecto,39,57020,86233,-2047.4463779943271
MJ,Justicia,M,Abogada,23,31503,86585,-2055.4779416509637
SALUD,Medicina,F,Fisioterapeuta,6,45983,98284,-2052.687553024754
CODEPESCA,Pesca,M,Ingeniero,37,57849,49224,-2050.5841198075805
UASD,Educación,F,Profesor,27,46785,28614,-2050.1191370579672
MOPC,Infraestructura,M,Arquitecto,35,39807,92123,-2053.0432006087995
MJ,Justicia,F,Abogada,33,45266,81420,-2049.6007826942086
SALUD,Medicina,M,Fisioterapeuta,16,31120,64895,-2056.3483375572846
CODEPESCA,Pesca,F,Ingeniero,25,32567,96382,-2052.106865754513
UASD,Educación,M,Profesor,21,50258,84426,-2053.4013677985004
MOPC,Infraestructura,F,Arquitecto,8,33217,48745,-2054.0259135521933
MJ,Justicia,M,Abogada,14,32009,21707,-2056.473954264994
SALUD,Medicina,F,Fisioterapeuta,14,40749,70542,-2052.3919190473775
CODEPESCA,Pesca,M,Ingeniero,6,53423,49757,-2054.7752166279297
UASD,Educación,F,Profesor,6,59456,49392,-2051.026850381901
MOPC,Infraestructura,M,Arquitecto,34,56218,76944,-2051.1379536856475
MJ,Justicia,F,Abogada,38,30407,56385,-2050.84433529489
SALUD,Medicina,M,Fisioterapeuta,21,30574,85362,-2055.827647826847
CODEPESCA,Pesca,F,Ingeniero,22,46020,95081,-2050.8014226590185
UASD,Educación,M,Profesor,38,46433,38095,-2051.8736753701555
MOPC,Infraestructura,F,Arquitecto,28,59580,31871,-2048.4244076293667
MJ,Justicia,M,Abogada,11,41228,71047,-2055.6904005029696
SALUD,Medicina,F,Fisioterapeuta,3,44113,91075,-2053.2708464093635
CODEPESCA,Pesca,M,Ingeniero,15,53653,86844,-2053.6884835251335
UASD,Educación,F,Profesor,3,37032,64793,-2054.1436613291316
MOPC,Infraestructura,M,Arquitecto,15,33318,63695,-2056.195006811886
MJ,Justicia,F,Abogada,9,58591,33508,-2050.7806772918216
SALUD,Medicina,M,Fisioterapeuta,39,36749,69233,-2052.9497419564505
CODEPESCA,Pesca,F,Ingeniero,3,37305,24943,-2054.1100109304457
UASD,Educación,M,Profesor,25,49881,72015,-2052.977444974438
MOPC,Infraestructura,F,Arquitecto,36,56937,77864,-2047.8094030183056
MJ,Justicia,M,Abogada,12,41683,60336,-2055.5167183995977
SALUD,Medicina,F,Fisioterapeuta,11,40128,81761,-2052.821258776459
CODEPESCA,Pesca,M,Ingeniero,26,43310,70053,-2053.669798406484
UASD,Educación,F,Profesor,36,39503,55789,-2049.9583445959424
MOPC,Infraestructura,M,Arquitecto,12,44052,86562,-2055.224711826383
MJ,Justicia,F,Abogada,18,41973,91666,-2051.7706545079436
SALUD,Medicina,M,Fisioterapeuta,17,52558,41526,-2053.5882586933553
CODEPESCA,Pesca,F,Ingeniero,36,48652,44342,-2048.8306248245876
UASD,Educación,M,Profesor,1,49906,95402,-2055.796717969583
MOPC,Infraestructura,F,Arquitecto,16,51773,75606,-2050.797887689307
MJ,Justicia,M,Abogada,36,55507,51783,-2050.990396424948
SALUD,Medicina,F,Fisioterapeuta,21,35013,24853,-2052.275760465455
CODEPESCA,Pesca,M,Ingeniero,30,40939,20672,-2053.4916590805183
UASD,Educación,F,Profesor,15,34417,30807,-2053.0548129728813
MOPC,Infraestructura,M,Arquitecto,7,50865,80843,-2054.972921525442
MJ,Justicia,F,Abogada,24,35412,25748,-2051.873784796843
SALUD,Medicina,M,Fisioterapeuta,35,54856,29700,-2051.1882377889156
CODEPESCA,Pesca,F,Ingeniero,17,50700,56533,-2050.8125492093504
UASD,Educación,M,Profesor,32,51917,88648,-2051.9032977529955
MOPC,Infraestructura,F,Arquitecto,18,50881,36800,-2050.672640766198
MJ,Justicia,M,Abogada,11,45742,76467,-2055.133997940078
SALUD,Medicina,F,Fisioterapeuta,36,32230,76849,-2050.8548257301713
CODEPESCA,Pesca,M,Ingeniero,25,50888,31156,-2052.8533206100537
UASD,Educación,F,Profesor,8,54230,49204,-2051.4358189456266
MOPC,Infraestructura,M,Arquitecto,38,50060,26031,-2051.4266057876102
MJ,Justicia,F,Abogada,18,46139,98233,-2051.257146958762
SALUD,Medicina,M,Fisioterapeuta,9,53107,50673,-2054.4613729558773
CODEPESCA,Pesca,F,Ingeniero,14,49962,72162,-2051.2563105378695
UASD,Educación,M,Profesor,1,58141,38051,-2054.781659239983
MOPC,Infraestructura,F,Arquitecto,1,52966,82146,-2052.4148082630923
MJ,Justicia,M,Abogada,19,56890,67695,-2052.819093518464
SALUD,Medicina,F,Fisioterapeuta,25,37333,91768,-2051.5194012851416
CODEPESCA,Pesca,M,Ingeniero,4,39222,22961,-2056.760849878403
UASD,Educación,F,Profesor,32,42971,63004,-2050.0012660194952
MOPC,Infraestructura,M,Arquitecto,8,40013,91009,-2056.192957583039
MJ,Justicia,F,Abogada,23,39103,27950,-2051.536424581707
SALUD,Medicina,M,Fisioterapeuta,20,50548,58983,-2053.483220059304
CODEPESCA,Pesca,F,Ingeniero,26,35345,89651,-2051.646847108474
UASD,Educación,M,Profesor,37,42972,91584,-2052.4178816436765
MOPC,Infraestructura,F,Arquitecto,21,42931,96633,-2051.2997756420223
MJ,Justicia,M,Abogada,18,42445,31703,-2054.7172044775857
SALUD,Medicina,F,Fisioterapeuta,18,51574,37341,-2050.5872205233795
CODEPESCA,Pesca,M,Ingeniero,34,48593,75393,-2052.077822879721
UASD,Educación,F,Profesor,13,32387,73009,-2053.5402300973124
MOPC,Infraestructura,M,Arquitecto,22,30364,50430,-2055.735934643352
MJ,Justicia,F,Abogada,23,45343,61132,-2050.767272611737
SALUD,Medicina,M,Fisioterapeuta,5,44112,35025,-2056.0405028732976
CODEPESCA,Pesca,F,Ingeniero,6,59402,35618,-2051.033506504718
UASD,Educación,M,Profesor,29,34472,40870,-2054.406389524188
MOPC,Infraestructura,F,Arquitecto,11,47550,85065,-2051.9064116737163
MJ,Justicia,M,Abogada,12,51861,55358,-2054.2621625101183
SALUD,Medicina,F,Fisioterapeuta,38,37504,26646,-2049.969548190583
CODEPESCA,Pesca,M,Ingeniero,23,59837,94040,-2051.9854493565526
UASD,Educación,F,Profesor,26,53091,47901,-2049.4594479323387
MOPC,Infraestructura,M,Arquitecto,13,48181,47091,-2054.5981668483846
MJ,Justicia,F,Abogada,25,42918,42237,-2050.830985619712
SALUD,Medicina,M,Fisioterapeuta,27,58277,43930,-2051.7073449267973
CODEPESCA,Pesca,F,Ingeniero,1,49745,51640,-2052.811833662976
UASD,Educación,M,Profesor,25,34309,33523,-2054.8968735764206
MOPC,Infraestructura,F,Arquitecto,21,33776,73642,-2052.4282349825785
MJ,Justicia,M,Abogada,29,40946,33097,-2053.6083943553444
SALUD,Medicina,F,Fisioterapeuta,7,32500,56452,-2054.2318901773815
CODEPESCA,Pesca,M,Ingeniero,2,43649,92911,-2056.450367280063
UASD,Educación,F,Profesor,31,53723,79511,-2048.793556115263
MOPC,Infraestructura,M,Arquitecto,29,37351,49999,-2054.0515195688126
MJ,Justicia,F,Abogada,2,43998,92135,-2053.4026195912948
SALUD,Medicina,M,Fisioterapeuta,8,30375,30475,-2057.380952244348
CODEPESCA,Pesca,F,Ingeniero,26,46666,99280,-2050.2514032860336
UASD,Educación,M,Profesor,3,45515,68196,-2056.1027631527118
MOPC,Infraestructura,F,Arquitecto,22,36172,91679,-2052.015302242394
MJ,Justicia,M,Abogada,33,51738,40739,-2051.8077634619567
SALUD,Medicina,F,Fisioterapeuta,20,38202,67978,-2052.00027754021
CODEPESCA,Pesca,M,Ingeniero,11,44603,71793,-2055.2743928269047
UASD,Educación,F,Profesor,39,37041,36042,-2049.9090201751005
MOPC,Infraestructura,M,Arquitecto,39,53597,83454,-2050.8730316375318
MJ,Justicia,F,Abogada,1,44732,71100,-2053.4297437311584
SALUD,Medicina,M,Fisioterapeuta,24,34108,96106,-2055.039247250246
CODEPESCA,Pesca,F,Ingeniero,2,50597,68829,-2052.589216730745
UASD,Educación,M,Profesor,12,35056,56373,-2056.3335725830893
MOPC,Infraestructura,F,Arquitecto,25,38769,41044,-2051.3423977228217
MJ,Justicia,M,Abogada,2,40826,80606,-2056.7983345895536
SALUD,Medicina,F,Fisioterapeuta,13,42901,32680,-2052.244258332527
CODEPESCA,Pesca,M,Ingeniero,12,49375,28971,-2054.5685906827694
UASD,Educación,F,Profesor,26,50819,69182,-2049.7394981367893
MOPC,Infraestructura,M,Arquitecto,2,56037,26782,-2054.923403401219
MJ,Justicia,F,Abogada,36,34938,64049,-2050.5210334970498
SALUD,Medicina,M,Fisioterapeuta,3,48038,77335,-2055.7917743033154
CODEPESCA,Pesca,F,Ingeniero,35,32626,39212,-2050.9236122684083
UASD,Educación,M,Profesor,28,56100,92616,-2051.8580871799895
MOPC,Infraestructura,F,Arquitecto,18,45914,47804,-2051.284880803833
MJ,Justicia,M,Abogada,16,48143,33182,-2054.2500564699776
SALUD,Medicina,F,Fisioterapeuta,13,59258,61171,-2050.22806942663
CODEPESCA,Pesca,M,Ingeniero,15,47030,81117,-2054.5048446624905
UASD,Educación,F,Profesor,32,55541,83420,-2048.4518685415273
MOPC,Infraestructura,M,Arquitecto,36,33973,58771,-2053.644710290546
MJ,Justicia,F,Abogada,35,30742,52384,-2051.155836997803
SALUD,Medicina,M,Fisioterapeuta,24,43045,96102,-2053.9376589240246
CODEPESCA,Pesca,F,Ingeniero,18,31263,21127,-2053.0907855333244
UASD,Educación,M,Profesor,26,50550,79105,-2052.7773849028654
MOPC,Infraestructura,F,Arquitecto,8,46566,65272,-2052.380495339513
MJ,Justicia,M,Abogada,39,52507,91925,-2051.007386709209
SALUD,Medicina,F,Fisioterapeuta,21,36995,61494,-2052.0314561057626
CODEPESCA,Pesca,M,Ingeniero,30,52134,97638,-2052.1117462113175
UASD,Educación,F,Profesor,26,55106,58434,-2049.211075942036
MOPC,Infraestructura,M,Arquitecto,2,59962,32351,-2054.4396018816465
MJ,Justicia,F,Abogada,33,59109,98023,-2047.8944732839057
SALUD,Medicina,M,Fisioterapeuta,18,50256,39461,-2053.754408638253
CODEPESCA,Pesca,F,Ingeniero,17,37634,58007,-2052.4230844080084
UASD,Educación,M,Profesor,1,39928,28034,-2057.0266215523325
MOPC,Infraestructura,F,Arquitecto,33,35893,72441,-2050.756113049101
MJ,Justicia,M,Abogada,35,33745,52629,-2053.7904120257795
SALUD,Medicina,F,Fisioterapeuta,17,57758,39837,-2049.942569304856
CODEPESCA,Pesca,M,Ingeniero,26,45870,29413,-2053.3542488803428
UASD,Educación,F,Profesor,31,58621,57864,-2048.18982112345
MOPC,Infraestructura,M,Arquitecto,29,55379,30014,-2051.8293606401885
MJ,Justicia,F,Abogada,14,54964,53532,-2050.639756346557
SALUD,Medicina,M,Fisioterapeuta,12,36329,37534,-2056.1766606507545
CODEPESCA,Pesca,F,Ingeniero,26,45968,20101,-2050.3374398365204
UASD,Educación,M,Profesor,22,35247,48182,-2055.1340485745436
MOPC,Infraestructura,F,Arquitecto,5,43847,25232,-2053.06843776619
MJ,Justicia,M,Abogada,18,33756,26319,-2055.7882239434616
SALUD,Medicina,F,Fisioterapeuta,24,31065,43106,-2052.4096026836155
CODEPESCA,Pesca,M,Ingeniero,13,30623,85717,-2056.762392856194
UASD,Educación,F,Profesor,9,52351,89963,-2051.5498292617913
MOPC,Infraestructura,M,Arquitecto,30,37776,96033,-2053.88153531145
MJ,Justicia,F,Abogada,5,38592,26739,-2053.7161771255155
SALUD,Medicina,M,Fisioterapeuta,36,49282,23574,-2051.757699471913
CODEPESCA,Pesca,F,Ingeniero,29,41049,60104,-2050.5909690038543
UASD,Educación,M,Profesor,24,56435,46612,-2052.287186988465
MOPC,Infraestructura,F,Arquitecto,16,55646,76554,-2050.3204957694848
MJ,Justicia,M,Abogada,32,57502,32974,-2051.214882087566
SALUD,Medicina,F,Fisioterapeuta,16,51242,35609,-2050.863339563675
CODEPESCA,Pesca,M,Ingeniero,31,50464,69239,-2052.1999948669495
UASD,Educación,F,Profesor,24,51329,56907,-2049.911830965752
MOPC,Infraestructura,M,Arquitecto,12,34202,70766,-2056.4388379328257
MJ,Justicia,F,Abogada,1,38140,64110,-2054.2422837609724
SALUD,Medicina,M,Fisioterapeuta,34,46035,91838,-2052.393125882795
CODEPESCA,Pesca,F,Ingeniero,25,51023,72075,-2049.831950889487
UASD,Educación,M,Profesor,36,49717,58879,-2051.7040807047756
MOPC,Infraestructura,F,Arquitecto,19,34314,52419,-2052.597116488599
MJ,Justicia,M,Abogada,36,42324,84152,-2052.615353223043
SALUD,Medicina,F,Fisioterapeuta,7,51159,71901,-2051.9319532210247
CODEPESCA,Pesca,M,Ingeniero,21,50280,52899,-2053.39865604476
UASD,Educación,F,Profesor,20,53572,93056,-2050.105747768025
MOPC,Infraestructura,M,Arquitecto,33,33589,47053,-2054.044837036153
MJ,Justicia,F,Abogada,38,33139,28538,-2050.5075847849607
SALUD,Medicina,M,Fisioterapeuta,15,55607,59694,-2053.4476304883833
CODEPESCA,Pesca,F,Ingeniero,33,31781,98287,-2051.2629644754657
UASD,Educación,M,Profesor,8,49572,62774,-2055.014700582888
MOPC,Infraestructura,F,Arquitecto,18,32576,52240,-2052.9289431396433
MJ,Justicia,M,Abogada,15,46206,25256,-2054.6064121662175
SALUD,Medicina,F,Fisioterapeuta,32,31558,37729,-2051.408049903031
