Institucion,Area,Sexo,Cargo,Tiempo_Trabajo_Anios,Sueldo_Promedio_Institucion,Sueldo_Bruto,Predicciones
CODEPESCA,Pesca,M,Ingeniero,23,56863,71230,25266.83745154981
UASD,Educación,F,Profesor,25,36284,69239,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,28,55142,67817,25266.83745154981
MJ,Justicia,F,Abogada,24,46328,60440,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,12,31874,69224,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,5,56655,99882,25266.83745154981
UASD,Educación,M,Profesor,37,30449,64801,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,7,40803,96660,25266.83745154981
MJ,Justicia,M,Abogada,37,59061,24619,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,34,40978,26868,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,14,51839,24227,25266.83745154981
UASD,Educación,F,Profesor,22,37194,82007,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,21,39885,62143,25266.83745154981
MJ,Justicia,F,Abogada,29,46021,86036,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,6,50372,63632,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,15,52185,76293,25266.83745154981
UASD,Educación,M,Profesor,1,44655,99919,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,27,42226,48510,25266.83745154981
MJ,Justicia,M,Abogada,38,50826,40160,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,20,33263,54713,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,34,54524,66074,25266.83745154981
UASD,Educación,F,Profesor,7,59287,24475,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,7,48919,54175,25266.83745154981
MJ,Justicia,F,Abogada,31,46376,25040,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,12,43870,88783,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,5,37347,56028,25266.83745154981
UASD,Educación,M,Profesor,4,45449,63302,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,30,37697,31364,25266.83745154981
MJ,Justicia,M,Abogada,7,33505,75304,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,19,40128,97253,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,8,42570,52628,25266.83745154981
UASD,Educación,F,Profesor,16,52489,86806,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,4,46030,56218,25266.83745154981
MJ,Justicia,F,Abogada,11,34258,45356,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,12,43998,96540,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,35,38450,87418,25266.83745154981
UASD,Educación,M,Profesor,33,31869,63728,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,3,38960,94776,25266.83745154981
MJ,Justicia,M,Abogada,2,42300,59728,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,21,32363,32841,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,10,48639,38931,25266.83745154981
UASD,Educación,F,Profesor,28,36449,72717,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,28,53260,72437,25266.83745154981
MJ,Justicia,F,Abogada,26,50802,89339,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,29,59743,87917,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,13,41786,77812,25266.83745154981
UASD,Educación,M,Profesor,24,53190,45092,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,2,53815,72363,25266.83745154981
MJ,Justicia,M,Abogada,12,32884,45078,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,11,36270,59640,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,32,39261,31531,25266.83745154981
UASD,Educación,F,Profesor,38,33785,53512,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,3,30687,71627,25266.83745154981
MJ,Justicia,F,Abogada,32,51242,25497,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,9,50275,67757,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,39,43164,86568,25266.83745154981
UASD,Educación,M,Profesor,39,45813,57107,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,34,49999,44792,25266.83745154981
MJ,Justicia,M,Abogada,24,57806,47045,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,24,35895,26655,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,4,58312,62733,25266.83745154981
UASD,Educación,F,Profesor,39,38301,66069,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,38,56250,84712,25266.83745154981
MJ,Justicia,F,Abogada,21,53961,27511,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,9,55717,70439,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,7,52016,32619,25266.83745154981
UASD,Educación,M,Profesor,6,58006,88493,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,19,37643,22479,25266.83745154981
MJ,Justicia,M,Abogada,8,48400,57690,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,31,57928,31725,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,29,44081,32108,25266.83745154981
UASD,Educación,F,Profesor,31,52304,46512,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,33,51507,79855,25266.83745154981
MJ,Justicia,F,Abogada,9,33572,48238,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,30,31248,84529,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,8,56652,95173,25266.83745154981
UASD,Educación,M,Profesor,17,45612,22288,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,13,59754,52276,25266.83745154981
MJ,Justicia,M,Abogada,20,49639,66118,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,31,41939,68862,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,36,53637,62654,25266.83745154981
UASD,Educación,F,Profesor,8,52236,79082,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,3,55328,38509,25266.83745154981
MJ,Justicia,F,Abogada,8,58669,88452,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,29,56182,67349,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,15,57039,95602,25266.83745154981
UASD,Educación,M,Profesor,19,48299,78309,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,39,38632,63080,25266.83745154981
MJ,Justicia,M,Abogada,6,48356,41806,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,8,56790,47098,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,27,52739,41035,25266.83745154981
UASD,Educación,F,Profesor,2,35556,81136,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,36,46988,78828,25266.83745154981
MJ,Justicia,F,Abogada,6,43002,72854,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,34,44382,97424,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,2,33890,80387,25266.83745154981
UASD,Educación,M,Profesor,38,59594,32204,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,17,32055,70349,25266.83745154981
MJ,Justicia,M,Abogada,23,49238,26259,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,29,40185,77379,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,1,38772,74979,25266.83745154981
UASD,Educación,F,Profesor,23,52221,53835,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,30,33170,54081,25266.83745154981
MJ,Justicia,F,Abogada,12,58239,20455,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,37,41645,83700,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,28,32184,54568,25266.83745154981
UASD,Educación,M,Profesor,36,43531,99059,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,18,45074,54614,25266.83745154981
MJ,Justicia,M,Abogada,38,56844,28163,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,32,31367,96571,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,5,40412,28847,25266.83745154981
UASD,Educación,F,Profesor,21,48378,60621,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,33,50678,33592,25266.83745154981
MJ,Justicia,F,Abogada,23,42292,40943,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,15,53298,72972,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,13,57390,29188,25266.83745154981
UASD,Educación,M,Profesor,15,47453,51273,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,16,30719,34626,25266.83745154981
MJ,Justicia,M,Abogada,25,38388,96195,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,29,45346,24370,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,5,31117,68311,25266.83745154981
UASD,Educación,F,Profesor,35,33991,64220,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,28,33343,64994,25266.83745154981
MJ,Justicia,F,Abogada,33,48475,87503,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,6,46126,36756,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,32,48733,32308,25266.83745154981
UASD,Educación,M,Profesor,34,49461,98707,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,22,46479,61189,25266.83745154981
MJ,Justicia,M,Abogada,20,36508,58592,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,35,42543,81533,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,36,54740,46734,25266.83745154981
UASD,Educación,F,Profesor,33,54209,76283,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,30,55882,86165,25266.83745154981
MJ,Justicia,F,Abogada,26,34049,72872,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,15,31007,56589,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,21,58863,66607,25266.83745154981
UASD,Educación,M,Profesor,17,31518,91437,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,16,53673,30460,25266.83745154981
MJ,Justicia,M,Abogada,13,35719,24092,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,29,46604,45789,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,10,57206,77362,25266.83745154981
UASD,Educación,F,Profesor,27,41448,32623,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,38,35104,67904,25266.83745154981
MJ,Justicia,F,Abogada,34,52612,28121,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,38,37519,67598,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,5,43564,55072,25266.83745154981
UASD,Educación,M,Profesor,19,56817,27080,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,39,57020,86233,25266.83745154981
MJ,Justicia,M,Abogada,23,31503,86585,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,6,45983,98284,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,37,57849,49224,25266.83745154981
UASD,Educación,F,Profesor,27,46785,28614,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,35,39807,92123,25266.83745154981
MJ,Justicia,F,Abogada,33,45266,81420,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,16,31120,64895,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,25,32567,96382,25266.83745154981
UASD,Educación,M,Profesor,21,50258,84426,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,8,33217,48745,25266.83745154981
MJ,Justicia,M,Abogada,14,32009,21707,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,14,40749,70542,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,6,53423,49757,25266.83745154981
UASD,Educación,F,Profesor,6,59456,49392,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,34,56218,76944,25266.83745154981
MJ,Justicia,F,Abogada,38,30407,56385,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,21,30574,85362,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,22,46020,95081,25266.83745154981
UASD,Educación,M,Profesor,38,46433,38095,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,28,59580,31871,25266.83745154981
MJ,Justicia,M,Abogada,11,41228,71047,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,3,44113,91075,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,15,53653,86844,25266.83745154981
UASD,Educación,F,Profesor,3,37032,64793,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,15,33318,63695,25266.83745154981
MJ,Justicia,F,Abogada,9,58591,33508,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,39,36749,69233,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,3,37305,24943,25266.83745154981
UASD,Educación,M,Profesor,25,49881,72015,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,36,56937,77864,25266.83745154981
MJ,Justicia,M,Abogada,12,41683,60336,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,11,40128,81761,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,26,43310,70053,25266.83745154981
UASD,Educación,F,Profesor,36,39503,55789,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,12,44052,86562,25266.83745154981
MJ,Justicia,F,Abogada,18,41973,91666,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,17,52558,41526,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,36,48652,44342,25266.83745154981
UASD,Educación,M,Profesor,1,49906,95402,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,16,51773,75606,25266.83745154981
MJ,Justicia,M,Abogada,36,55507,51783,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,21,35013,24853,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,30,40939,20672,25266.83745154981
UASD,Educación,F,Profesor,15,34417,30807,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,7,50865,80843,25266.83745154981
MJ,Justicia,F,Abogada,24,35412,25748,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,35,54856,29700,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,17,50700,56533,25266.83745154981
UASD,Educación,M,Profesor,32,51917,88648,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,18,50881,36800,25266.83745154981
MJ,Justicia,M,Abogada,11,45742,76467,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,36,32230,76849,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,25,50888,31156,25266.83745154981
UASD,Educación,F,Profesor,8,54230,49204,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,38,50060,26031,25266.83745154981
MJ,Justicia,F,Abogada,18,46139,98233,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,9,53107,50673,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,14,49962,72162,25266.83745154981
UASD,Educación,M,Profesor,1,58141,38051,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,1,52966,82146,25266.83745154981
MJ,Justicia,M,Abogada,19,56890,67695,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,25,37333,91768,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,4,39222,22961,25266.83745154981
UASD,Educación,F,Profesor,32,42971,63004,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,8,40013,91009,25266.83745154981
MJ,Justicia,F,Abogada,23,39103,27950,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,20,50548,58983,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,26,35345,89651,25266.83745154981
UASD,Educación,M,Profesor,37,42972,91584,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,21,42931,96633,25266.83745154981
MJ,Justicia,M,Abogada,18,42445,31703,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,18,51574,37341,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,34,48593,75393,25266.83745154981
UASD,Educación,F,Profesor,13,32387,73009,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,22,30364,50430,25266.83745154981
MJ,Justicia,F,Abogada,23,45343,61132,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,5,44112,35025,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,6,59402,35618,25266.83745154981
UASD,Educación,M,Profesor,29,34472,40870,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,11,47550,85065,25266.83745154981
MJ,Justicia,M,Abogada,12,51861,55358,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,38,37504,26646,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,23,59837,94040,25266.83745154981
UASD,Educación,F,Profesor,26,53091,47901,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,13,48181,47091,25266.83745154981
MJ,Justicia,F,Abogada,25,42918,42237,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,27,58277,43930,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,1,49745,51640,25266.83745154981
UASD,Educación,M,Profesor,25,34309,33523,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,21,33776,73642,25266.83745154981
MJ,Justicia,M,Abogada,29,40946,33097,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,7,32500,56452,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,2,43649,92911,25266.83745154981
UASD,Educación,F,Profesor,31,53723,79511,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,29,37351,49999,25266.83745154981
MJ,Justicia,F,Abogada,2,43998,92135,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,8,30375,30475,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,26,46666,99280,25266.83745154981
UASD,Educación,M,Profesor,3,45515,68196,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,22,36172,91679,25266.83745154981
MJ,Justicia,M,Abogada,33,51738,40739,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,20,38202,67978,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,11,44603,71793,25266.83745154981
UASD,Educación,F,Profesor,39,37041,36042,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,39,53597,83454,25266.83745154981
MJ,Justicia,F,Abogada,1,44732,71100,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,24,34108,96106,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,2,50597,68829,25266.83745154981
UASD,Educación,M,Profesor,12,35056,56373,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,25,38769,41044,25266.83745154981
MJ,Justicia,M,Abogada,2,40826,80606,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,13,42901,32680,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,12,49375,28971,25266.83745154981
UASD,Educación,F,Profesor,26,50819,69182,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,2,56037,26782,25266.83745154981
MJ,Justicia,F,Abogada,36,34938,64049,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,3,48038,77335,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,35,32626,39212,25266.83745154981
UASD,Educación,M,Profesor,28,56100,92616,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,18,45914,47804,25266.83745154981
MJ,Justicia,M,Abogada,16,48143,33182,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,13,59258,61171,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,15,47030,81117,25266.83745154981
UASD,Educación,F,Profesor,32,55541,83420,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,36,33973,58771,25266.83745154981
MJ,Justicia,F,Abogada,35,30742,52384,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,24,43045,96102,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,18,31263,21127,25266.83745154981
UASD,Educación,M,Profesor,26,50550,79105,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,8,46566,65272,25266.83745154981
MJ,Justicia,M,Abogada,39,52507,91925,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,21,36995,61494,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,30,52134,97638,25266.83745154981
UASD,Educación,F,Profesor,26,55106,58434,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,2,59962,32351,25266.83745154981
MJ,Justicia,F,Abogada,33,59109,98023,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,18,50256,39461,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,17,37634,58007,25266.83745154981
UASD,Educación,M,Profesor,1,39928,28034,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,33,35893,72441,25266.83745154981
MJ,Justicia,M,Abogada,35,33745,52629,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,17,57758,39837,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,26,45870,29413,25266.83745154981
UASD,Educación,F,Profesor,31,58621,57864,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,29,55379,30014,25266.83745154981
MJ,Justicia,F,Abogada,14,54964,53532,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,12,36329,37534,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,26,45968,20101,25266.83745154981
UASD,Educación,M,Profesor,22,35247,48182,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,5,43847,25232,25266.83745154981
MJ,Justicia,M,Abogada,18,33756,26319,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,24,31065,43106,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,13,30623,85717,25266.83745154981
UASD,Educación,F,Profesor,9,52351,89963,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,30,37776,96033,25266.83745154981
MJ,Justicia,F,Abogada,5,38592,26739,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,36,49282,23574,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,29,41049,60104,25266.83745154981
UASD,Educación,M,Profesor,24,56435,46612,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,16,55646,76554,25266.83745154981
MJ,Justicia,M,Abogada,32,57502,32974,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,16,51242,35609,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,31,50464,69239,25266.83745154981
UASD,Educación,F,Profesor,24,51329,56907,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,12,34202,70766,25266.83745154981
MJ,Justicia,F,Abogada,1,38140,64110,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,34,46035,91838,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,25,51023,72075,25266.83745154981
UASD,Educación,M,Profesor,36,49717,58879,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,19,34314,52419,25266.83745154981
MJ,Justicia,M,Abogada,36,42324,84152,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,7,51159,71901,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,21,50280,52899,25266.83745154981
UASD,Educación,F,Profesor,20,53572,93056,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,33,33589,47053,25266.83745154981
MJ,Justicia,F,Abogada,38,33139,28538,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,15,55607,59694,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,33,31781,98287,25266.83745154981
UASD,Educación,M,Profesor,8,49572,62774,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,18,32576,52240,25266.83745154981
MJ,Justicia,M,Abogada,15,46206,25256,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,32,31558,37729,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,1,55002,48769,25266.83745154981
UASD,Educación,F,Profesor,1,58259,88534,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,38,38047,76199,25266.83745154981
MJ,Justicia,F,Abogada,7,51175,65275,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,1,59735,51469,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,31,33466,86861,25266.83745154981
UASD,Educación,M,Profesor,8,52308,71953,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,2,42004,89836,25266.83745154981
MJ,Justicia,M,Abogada,5,58553,42940,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,25,49516,92481,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,14,35544,37154,25266.83745154981
UASD,Educación,F,Profesor,4,33607,90980,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,21,56632,45915,25266.83745154981
MJ,Justicia,F,Abogada,20,47654,82672,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,36,35210,45203,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,13,39080,31378,25266.83745154981
UASD,Educación,M,Profesor,20,50461,43446,25266.83745154981
