Institucion,Area,Sexo,Cargo,Tiempo_Trabajo_Anios,Sueldo_Promedio_Institucion,Sueldo_Bruto,Predicciones
CODEPESCA,Pesca,M,Ingeniero,13,30623,85717,-2351.886094206759
UASD,Educación,F,Profesor,9,52351,89963,121.17638734497265
MOPC,Infraestructura,M,Arquitecto,30,37776,96033,-2029.5128648394943
MJ,Justicia,F,Abogada,5,38592,26739,43.897305949988834
SALUD,Medicina,M,Fisioterapeuta,36,49282,23574,-1914.6730845641882
CODEPESCA,Pesca,F,Ingeniero,29,41049,60104,498.10976387589255
UASD,Educación,M,Profesor,24,56435,46612,-2140.789188951109
MOPC,Infraestructura,F,Arquitecto,16,55646,76554,253.95960987689375
MJ,Justicia,M,Abogada,32,57502,32974,-1989.3557395371004
SALUD,Medicina,F,Fisioterapeuta,16,51242,35609,253.43935590888782
CODEPESCA,Pesca,M,Ingeniero,31,50464,69239,-2009.1005788777575
UASD,Educación,F,Profesor,24,51329,56907,404.7570358204787
MOPC,Infraestructura,M,Arquitecto,12,34202,70766,-2370.376724560514
MJ,Justicia,F,Abogada,1,38140,64110,-31.809790987171368
SALUD,Medicina,M,Fisioterapeuta,34,46035,91838,-1952.8835102437915
CODEPESCA,Pesca,F,Ingeniero,25,51023,72075,423.63431268587806
UASD,Educación,M,Profesor,36,49717,58879,-1914.6216970809724
MOPC,Infraestructura,F,Arquitecto,19,34314,52419,308.17989085845227
MJ,Justicia,M,Abogada,36,42324,84152,-1915.495048031351
SALUD,Medicina,F,Fisioterapeuta,7,51159,71901,83.20872322400976
CODEPESCA,Pesca,M,Ingeniero,21,50280,52899,-2198.2565682111817
UASD,Educación,F,Profesor,20,53572,93056,329.3683050149661
MOPC,Infraestructura,M,Arquitecto,33,33589,47053,-1973.2672082263598
MJ,Justicia,F,Abogada,38,33139,28538,667.3961663231976
SALUD,Medicina,M,Fisioterapeuta,15,55607,59694,-2311.107830084253
CODEPESCA,Pesca,F,Ingeniero,33,31781,98287,572.6686163605057
UASD,Educación,M,Profesor,8,49572,62774,-2444.214734694361
MOPC,Infraestructura,F,Arquitecto,18,32576,52240,289.06115188801107
MJ,Justicia,M,Abogada,15,46206,25256,-2312.2183903824416
SALUD,Medicina,F,Fisioterapeuta,32,31558,37729,553.7288475902299
CODEPESCA,Pesca,M,Ingeniero,1,55002,48769,-2575.967254258332
UASD,Educación,F,Profesor,1,58259,88534,-29.433090355402214
MOPC,Infraestructura,M,Arquitecto,38,38047,76199,-1878.1734486131636
MJ,Justicia,F,Abogada,7,51175,65275,83.21061333833495
SALUD,Medicina,M,Fisioterapeuta,1,59735,51469,-2575.408134814515
CODEPESCA,Pesca,F,Ingeniero,31,33466,86861,535.0408184216392
UASD,Educación,M,Profesor,8,52308,71953,-2443.891525144755
MOPC,Infraestructura,F,Arquitecto,2,42004,89836,-12.439903075771781
MJ,Justicia,M,Abogada,5,58553,42940,-2499.8940658028137
