Institucion,Area,Sexo,Cargo,Tiempo_Trabajo_Anios,Sueldo_Promedio_Institucion,Sueldo_Bruto,Predicciones
CODEPESCA,Pesca,F,Ingeniero,38,56712,88066,674.7634018481056
UASD,Educación,M,Profesor,23,57748,46959,-2160.1206462134405
MOPC,Infraestructura,F,Arquitecto,22,51355,51630,370.22633476676384
MJ,Justicia,M,Abogada,6,35150,58859,-2485.6883765375906
SALUD,Medicina,F,Fisioterapeuta,28,46561,81447,483.6241239251626
CODEPESCA,Pesca,M,Ingeniero,31,45620,32560,-2009.6011770357964
UASD,Educación,F,Profesor,32,40008,44139,558.8260938516053
MOPC,Infraestructura,M,Arquitecto,19,54388,99235,-2236.4936204306123
MJ,Justicia,F,Abogada,25,53158,33403,427.4213675504486
SALUD,Medicina,M,Fisioterapeuta,39,45286,29567,-1857.6885045287
CODEPESCA,Pesca,F,Ingeniero,25,40778,89319,425.958941128656
UASD,Educación,M,Profesor,16,33325,56804,-2295.9638012662945
MOPC,Infraestructura,F,Arquitecto,33,59952,52693,580.1760574674431
MJ,Justicia,M,Abogada,31,53010,67317,-2008.7282100521902
SALUD,Medicina,F,Fisioterapeuta,7,36514,67860,83.56295628183261
CODEPESCA,Pesca,M,Ingeniero,23,56863,71230,-2160.225189620814
UASD,Educación,F,Profesor,25,36284,69239,425.4280732498567
MOPC,Infraestructura,M,Arquitecto,28,55142,67817,-2065.4584085895294
MJ,Justicia,F,Abogada,24,46328,60440,407.6205364140443
SALUD,Medicina,M,Fisioterapeuta,12,31874,69224,-2372.111268856713
CODEPESCA,Pesca,F,Ingeniero,5,56655,99882,47.95414340183589
UASD,Educación,M,Profesor,37,30449,64801,-1897.429203626908
MOPC,Infraestructura,F,Arquitecto,7,40803,96660,84.0696078911273
MJ,Justicia,M,Abogada,37,59061,24619,-1894.0493211729236
SALUD,Medicina,F,Fisioterapeuta,34,40978,26868,596.9287099780045
CODEPESCA,Pesca,M,Ingeniero,14,51839,24227,-2331.764808636457
UASD,Educación,F,Profesor,22,37194,82007,368.5535221206407
MOPC,Infraestructura,M,Arquitecto,21,39885,62143,-2200.218801075166
MJ,Justicia,F,Abogada,29,46021,86036,502.55435064083895
SALUD,Medicina,M,Fisioterapeuta,6,50372,63632,-2483.890229930763
CODEPESCA,Pesca,F,Ingeniero,15,52185,76293,237.36626973245012
UASD,Educación,M,Profesor,1,44655,99919,-2579.535648096562
MOPC,Infraestructura,F,Arquitecto,27,42226,48510,464.11802250785144
MJ,Justicia,M,Abogada,38,50826,40160,-1876.028090524751
SALUD,Medicina,F,Fisioterapeuta,20,33263,54713,330.10112856007936
CODEPESCA,Pesca,M,Ingeniero,34,54524,66074,-1951.5673163020997
UASD,Educación,F,Profesor,7,59287,24475,86.25308850343862
MOPC,Infraestructura,M,Arquitecto,7,48919,54175,-2465.06785421049
MJ,Justicia,F,Abogada,31,46376,25040,540.5843179587242
SALUD,Medicina,M,Fisioterapeuta,12,43870,88783,-2370.694203642188
CODEPESCA,Pesca,F,Ingeniero,5,37347,56028,45.67332519893034
UASD,Educación,M,Profesor,4,45449,63302,-2522.459806610098
MOPC,Infraestructura,F,Arquitecto,30,37697,31364,520.5650678842026
MJ,Justicia,M,Abogada,7,33505,75304,-2466.8886814209513
SALUD,Medicina,F,Fisioterapeuta,19,40128,97253,311.9180623547291
CODEPESCA,Pesca,M,Ingeniero,8,42570,52628,-2446.8238338828746
UASD,Educación,F,Profesor,16,52489,86806,256.3961966015993
MOPC,Infraestructura,M,Arquitecto,4,46030,56218,-2522.3911741584775
MJ,Justicia,F,Abogada,11,34258,45356,159.27252284272137
SALUD,Medicina,M,Fisioterapeuta,12,43998,96540,-2370.6790832397655
CODEPESCA,Pesca,F,Ingeniero,35,38450,87418,615.6240979435578
UASD,Educación,M,Profesor,33,31869,63728,-1973.2375253161185
MOPC,Infraestructura,F,Arquitecto,3,38960,94776,7.875834068289635
MJ,Justicia,M,Abogada,2,42300,59728,-2560.8198239621097
SALUD,Medicina,F,Fisioterapeuta,21,32363,32841,348.98882914394267
CODEPESCA,Pesca,M,Ingeniero,10,48639,38931,-2408.1188823506013
UASD,Educación,F,Profesor,28,36449,72717,482.42961213379215
MOPC,Infraestructura,M,Arquitecto,28,53260,72437,-2065.6807257563964
MJ,Justicia,F,Abogada,26,50802,89339,446.137073556757
SALUD,Medicina,M,Fisioterapeuta,29,59743,87917,-2045.920885085934
CODEPESCA,Pesca,F,Ingeniero,13,41786,77812,198.14982333698129
UASD,Educación,M,Profesor,24,53190,45092,-2141.665058380055
MOPC,Infraestructura,F,Arquitecto,2,53815,72363,-9.36338826709914
MJ,Justicia,M,Abogada,12,32884,45078,-2371.991959431349
SALUD,Medicina,F,Fisioterapeuta,11,36270,59640,159.51019666829862
CODEPESCA,Pesca,M,Ingeniero,32,39261,31531,-1991.35833798962
UASD,Educación,F,Profesor,38,33785,53512,672.055077892335
MOPC,Infraestructura,M,Arquitecto,3,30687,71627,-2543.197630184116
MJ,Justicia,F,Abogada,32,51242,25497,560.1531454204596
SALUD,Medicina,M,Fisioterapeuta,9,50275,67757,-2426.9196406205356
CODEPESCA,Pesca,F,Ingeniero,39,43164,86568,692.1570176676044
UASD,Educación,M,Profesor,39,45813,57107,-1857.6262509968515
MOPC,Infraestructura,F,Arquitecto,34,49999,44792,597.9943439643527
MJ,Justicia,M,Abogada,24,57806,47045,-2141.119778867697
SALUD,Medicina,F,Fisioterapeuta,24,35895,26655,406.3881054884739
CODEPESCA,Pesca,M,Ingeniero,4,58312,62733,-2520.940324294789
UASD,Educación,F,Profesor,39,38301,66069,691.5825605036966
MOPC,Infraestructura,M,Arquitecto,38,56250,84712,-1875.3873634721012
MJ,Justicia,F,Abogada,21,53961,27511,351.5401607964367
SALUD,Medicina,M,Fisioterapeuta,9,55717,70439,-2426.2767872612953
CODEPESCA,Pesca,F,Ingeniero,7,52016,32619,85.3941787689593
UASD,Educación,M,Profesor,6,58006,88493,-2482.988439680039
MOPC,Infraestructura,F,Arquitecto,19,37643,22479,311.62451391707526
MJ,Justicia,M,Abogada,8,48400,57690,-2446.135146803791
SALUD,Medicina,F,Fisioterapeuta,31,57928,31725,541.9489342773468
CODEPESCA,Pesca,M,Ingeniero,29,44081,32108,-2047.771008076089
UASD,Educación,F,Profesor,31,52304,46512,541.2845815959122
MOPC,Infraestructura,M,Arquitecto,33,51507,79855,-1970.9177248257174
MJ,Justicia,F,Abogada,9,33572,48238,121.20345510919691
SALUD,Medicina,M,Fisioterapeuta,30,31248,84529,-2030.2929306336837
CODEPESCA,Pesca,F,Ingeniero,8,56652,95173,104.93583675759191
UASD,Educación,M,Profesor,17,45612,22288,-2275.518344848491
MOPC,Infraestructura,F,Arquitecto,13,59754,52276,200.27234982702723
MJ,Justicia,M,Abogada,20,49639,66118,-2218.0605950727168
SALUD,Medicina,F,Fisioterapeuta,31,41939,68862,540.0601833841287
CODEPESCA,Pesca,M,Ingeniero,36,53637,62654,-1913.6840641389695
UASD,Educación,F,Profesor,8,52236,79082,104.41418287401876
MOPC,Infraestructura,M,Arquitecto,3,55328,38509,-2540.2868345896577
MJ,Justicia,F,Abogada,8,58669,88452,105.17410122388884
SALUD,Medicina,M,Fisioterapeuta,29,56182,67349,-2046.3415394064514
CODEPESCA,Pesca,F,Ingeniero,15,57039,95602,237.93966374306248
UASD,Educación,M,Profesor,19,48299,78309,-2237.2129026989724
MOPC,Infraestructura,F,Arquitecto,39,38632,63080,691.6216609193359
MJ,Justicia,M,Abogada,6,48356,41806,-2484.128376268916
SALUD,Medicina,F,Fisioterapeuta,8,56790,47098,104.9521384414536
CODEPESCA,Pesca,M,Ingeniero,27,52739,41035,-2084.7362864327774
UASD,Educación,F,Profesor,2,35556,81136,-11.520290047027288
MOPC,Infraestructura,M,Arquitecto,36,46988,78828,-1914.4694981679272
MJ,Justicia,F,Abogada,6,43002,72854,65.33535576622262
SALUD,Medicina,M,Fisioterapeuta,34,44382,97424,-1952.7653719377877
CODEPESCA,Pesca,F,Ingeniero,2,33890,80387,-11.717091534806457
UASD,Educación,M,Profesor,38,59594,32204,-1874.9923429588157
MOPC,Infraestructura,F,Arquitecto,17,32055,70349,272.97638202203
MJ,Justicia,M,Abogada,23,49238,26259,-2161.125916718243
SALUD,Medicina,F,Fisioterapeuta,29,40185,77379,501.86495479289215
CODEPESCA,Pesca,M,Ingeniero,1,38772,74979,-2580.2305959672735
UASD,Educación,F,Profesor,23,52221,53835,389.32264965279893
MOPC,Infraestructura,M,Arquitecto,30,33170,54081,-2030.0658883410597
MJ,Justicia,F,Abogada,12,58239,20455,181.0993697755848
SALUD,Medicina,M,Fisioterapeuta,37,41645,83700,-1896.1066409275231
CODEPESCA,Pesca,F,Ingeniero,28,32184,54568,481.92579559995164
UASD,Educación,M,Profesor,36,43531,99059,-1914.8778671614764
MOPC,Infraestructura,F,Arquitecto,18,45074,54614,293.5083082411867
MJ,Justicia,M,Abogada,38,56844,28163,-1875.3171953546098
SALUD,Medicina,F,Fisioterapeuta,32,31367,96571,557.8053485599486
CODEPESCA,Pesca,M,Ingeniero,5,40412,28847,-2504.0608021576527
UASD,Educación,F,Profesor,21,48378,60621,350.88065136890293
MOPC,Infraestructura,M,Arquitecto,33,50678,33592,-1971.0156530570316
MJ,Justicia,F,Abogada,23,42292,40943,388.14975531176674
SALUD,Medicina,M,Fisioterapeuta,15,53298,72972,-2312.5984437610746
CODEPESCA,Pesca,F,Ingeniero,13,57390,29188,199.99309489478833
UASD,Educación,M,Profesor,15,47453,51273,-2313.288902762317
MOPC,Infraestructura,F,Arquitecto,16,30719,34626,253.8245469083502
MJ,Justicia,M,Abogada,25,38388,96195,-2124.419575253038
SALUD,Medicina,F,Fisioterapeuta,29,45346,24370,502.47461414368956
CODEPESCA,Pesca,M,Ingeniero,5,31117,68311,-2505.1588032554364
UASD,Educación,F,Profesor,35,33991,64220,615.0973645497958
MOPC,Infraestructura,M,Arquitecto,28,33343,64994,-2068.0334839989523
MJ,Justicia,F,Abogada,33,48475,87503,578.8203007596148
SALUD,Medicina,M,Fisioterapeuta,6,46126,36756,-2484.391802029869
CODEPESCA,Pesca,F,Ingeniero,32,48733,32308,559.8567619073516
UASD,Educación,M,Profesor,34,49461,98707,-1952.1653990947925
MOPC,Infraestructura,F,Arquitecto,22,46479,61189,369.6503419369851
MJ,Justicia,M,Abogada,20,36508,58592,-2219.611735730597
SALUD,Medicina,F,Fisioterapeuta,35,42543,81533,616.1075964366431
CODEPESCA,Pesca,M,Ingeniero,36,54740,46734,-1913.55376879622
UASD,Educación,F,Profesor,33,54209,76283,579.4976475368813
MOPC,Infraestructura,M,Arquitecto,30,55882,86165,-2027.3829619362332
MJ,Justicia,F,Abogada,26,34049,72872,444.15807276158006
SALUD,Medicina,M,Fisioterapeuta,15,31007,56589,-2315.2316382173085
CODEPESCA,Pesca,F,Ingeniero,21,58863,66607,352.11922495795744
UASD,Educación,M,Profesor,17,31518,91437,-2277.183242908971
MOPC,Infraestructura,F,Arquitecto,16,53673,30460,256.5360603240066
MJ,Justicia,M,Abogada,13,35719,24092,-2352.6630502299254
SALUD,Medicina,F,Fisioterapeuta,29,46604,45789,502.6232193487473
CODEPESCA,Pesca,M,Ingeniero,10,57206,77362,-2407.106878541595
UASD,Educación,F,Profesor,27,41448,32623,464.0261188118777
MOPC,Infraestructura,M,Arquitecto,38,35104,67904,-1877.885301203541
MJ,Justicia,F,Abogada,34,52612,28121,598.3030128044288
SALUD,Medicina,M,Fisioterapeuta,38,37519,67598,-1877.600021735962
CODEPESCA,Pesca,F,Ingeniero,5,43564,55072,46.40772786971263
UASD,Educación,M,Profesor,19,56817,27080,-2236.2066871690186
MOPC,Infraestructura,F,Arquitecto,39,57020,86233,693.7938012298304
MJ,Justicia,M,Abogada,23,31503,86585,-2163.2209193507542
SALUD,Medicina,F,Fisioterapeuta,6,45983,98284,65.68749576326331
CODEPESCA,Pesca,M,Ingeniero,37,57849,49224,-1894.192492483361
UASD,Educación,F,Profesor,27,46785,28614,464.6565687160059
MOPC,Infraestructura,M,Arquitecto,35,39807,92123,-1934.3117922828492
MJ,Justicia,F,Abogada,33,45266,81420,578.4412275457593
SALUD,Medicina,M,Fisioterapeuta,16,31120,64895,-2296.224273823649
CODEPESCA,Pesca,F,Ingeniero,25,32567,96382,424.9889909388871
UASD,Educación,M,Profesor,21,50258,84426,-2198.9934578382313
MOPC,Infraestructura,F,Arquitecto,8,33217,48745,102.16750370470754
MJ,Justicia,M,Abogada,14,32009,21707,-2334.1072897304916
SALUD,Medicina,F,Fisioterapeuta,14,40749,70542,217.02134036512692
CODEPESCA,Pesca,M,Ingeniero,6,53423,49757,-2483.5298209636476
UASD,Educación,F,Profesor,6,59456,49392,67.27903624636599
MOPC,Infraestructura,M,Arquitecto,34,56218,76944,-1951.3672072262907
MJ,Justicia,F,Abogada,38,30407,56385,671.6560410221562
SALUD,Medicina,M,Fisioterapeuta,21,30574,85362,-2201.3186922232526
CODEPESCA,Pesca,F,Ingeniero,22,46020,95081,369.5961211189235
UASD,Educación,M,Profesor,38,46433,38095,-1876.5470274610138
MOPC,Infraestructura,F,Arquitecto,28,59580,31871,485.1620342309233
MJ,Justicia,M,Abogada,11,41228,71047,-2390.000314111834
SALUD,Medicina,F,Fisioterapeuta,3,44113,91075,8.484548393935597
CODEPESCA,Pesca,M,Ingeniero,15,53653,86844,-2312.5565082699814
UASD,Educación,F,Profesor,3,37032,64793,7.648083006802096
MOPC,Infraestructura,M,Arquitecto,15,33318,63695,-2314.958644076698
MJ,Justicia,F,Abogada,9,58591,33508,124.15890314205862
SALUD,Medicina,M,Fisioterapeuta,39,36749,69233,-1858.6969644933884
CODEPESCA,Pesca,F,Ingeniero,3,37305,24943,7.680331990093634
UASD,Educación,M,Profesor,25,49881,72015,-2123.061928494907
MOPC,Infraestructura,F,Arquitecto,36,56937,77864,636.8019488536968
MJ,Justicia,M,Abogada,12,41683,60336,-2370.9525498929524
SALUD,Medicina,F,Fisioterapeuta,11,40128,81761,159.9659350475616
CODEPESCA,Pesca,M,Ingeniero,26,43310,70053,-2104.844132615243
UASD,Educación,F,Profesor,36,39503,55789,634.7425027925068
MOPC,Infraestructura,M,Arquitecto,12,44052,86562,-2370.6727043199935
MJ,Justicia,F,Abogada,18,41973,91666,293.14199286687494
SALUD,Medicina,M,Fisioterapeuta,17,52558,41526,-2274.6978267607874
CODEPESCA,Pesca,F,Ingeniero,36,48652,44342,635.8232571812774
UASD,Educación,M,Profesor,1,49906,95402,-2578.9153572128116
MOPC,Infraestructura,F,Arquitecto,16,51773,75606,256.31161685054894
MJ,Justicia,M,Abogada,36,55507,51783,-1913.4631645098293
SALUD,Medicina,F,Fisioterapeuta,21,35013,24853,349.30186872534415
CODEPESCA,Pesca,M,Ingeniero,30,40939,20672,-2029.1481507909057
UASD,Educación,F,Profesor,15,34417,30807,235.2673688711892
MOPC,Infraestructura,M,Arquitecto,7,50865,80843,-2464.837976842412
MJ,Justicia,F,Abogada,24,35412,25748,406.3310495949581
SALUD,Medicina,M,Fisioterapeuta,35,54856,29700,-1932.5340818449204
CODEPESCA,Pesca,F,Ingeniero,17,50700,56533,275.17888126551327
UASD,Educación,M,Profesor,32,51917,88648,-1989.8633082001043
MOPC,Infraestructura,F,Arquitecto,18,50881,36800,294.1942783729596
MJ,Justicia,M,Abogada,11,45742,76467,-2389.467083670156
SALUD,Medicina,F,Fisioterapeuta,36,32230,76849,633.8833568017396
CODEPESCA,Pesca,M,Ingeniero,25,50888,31156,-2122.9429734539744
UASD,Educación,F,Profesor,8,54230,49204,104.64973039300537
MOPC,Infraestructura,M,Arquitecto,38,50060,26031,-1876.1185766829976
MJ,Justicia,F,Abogada,18,46139,98233,293.6341147144669
SALUD,Medicina,M,Fisioterapeuta,9,53107,50673,-2426.58510171694
CODEPESCA,Pesca,F,Ingeniero,14,49962,72162,218.10965495510874
UASD,Educación,M,Profesor,1,58141,38051,-2577.9425719475885
MOPC,Infraestructura,F,Arquitecto,1,52966,82146,-28.457694974687513
MJ,Justicia,M,Abogada,19,56890,67695,-2236.198063814512
SALUD,Medicina,F,Fisioterapeuta,25,37333,91768,425.5519896728341
CODEPESCA,Pesca,M,Ingeniero,4,39222,22961,-2523.1953905623195
UASD,Educación,F,Profesor,32,42971,63004,559.1761075420552
MOPC,Infraestructura,M,Arquitecto,8,40013,91009,-2447.1258875468907
MJ,Justicia,F,Abogada,23,39103,27950,387.77304466078965
SALUD,Medicina,M,Fisioterapeuta,20,50548,58983,-2217.953216589889
CODEPESCA,Pesca,F,Ingeniero,26,35345,89651,444.31116683610696
UASD,Educación,M,Profesor,37,42972,91584,-1895.9498848805342
MOPC,Infraestructura,F,Arquitecto,21,42931,96633,350.237207368943
MJ,Justicia,M,Abogada,18,42445,31703,-2256.898440766906
SALUD,Medicina,F,Fisioterapeuta,18,51574,37341,294.2761411766997
CODEPESCA,Pesca,M,Ingeniero,34,48593,75393,-1952.2679343237196
UASD,Educación,F,Profesor,13,32387,73009,197.0395369122294
MOPC,Infraestructura,M,Arquitecto,22,30364,50430,-2182.349483220081
MJ,Justicia,F,Abogada,23,45343,61132,388.5101642788822
SALUD,Medicina,M,Fisioterapeuta,5,44112,35025,-2503.62372802513
CODEPESCA,Pesca,F,Ingeniero,6,59402,35618,67.27265732659401
UASD,Educación,M,Profesor,29,34472,40870,-2048.9061014110653
MOPC,Infraestructura,F,Arquitecto,11,47550,85065,160.84268213177359
MJ,Justicia,M,Abogada,12,51861,55358,-2369.7502416440825
SALUD,Medicina,F,Fisioterapeuta,38,37504,26646,672.4943964595925
CODEPESCA,Pesca,M,Ingeniero,23,59837,94040,-2159.873876520781
UASD,Educación,F,Profesor,26,53091,47901,446.40746887820154
MOPC,Infraestructura,M,Arquitecto,13,48181,47091,-2351.190937300331
MJ,Justicia,F,Abogada,25,42918,42237,426.2117353566557
SALUD,Medicina,M,Fisioterapeuta,27,58277,43930,-2084.0820927717205
CODEPESCA,Pesca,F,Ingeniero,1,49745,51640,-28.838185726270183
UASD,Educación,M,Profesor,25,34309,33523,-2124.9014199521084
MOPC,Infraestructura,F,Arquitecto,21,33776,73642,349.15574421130884
MJ,Justicia,M,Abogada,29,40946,33097,-2048.141339807294
SALUD,Medicina,F,Fisioterapeuta,7,32500,56452,83.08878991211736
CODEPESCA,Pesca,M,Ingeniero,2,43649,92911,-2560.660469095955
UASD,Educación,F,Profesor,31,53723,79511,541.4522054321419
MOPC,Infraestructura,M,Arquitecto,29,37351,49999,-2048.5660104847047
MJ,Justicia,F,Abogada,2,43998,92135,-10.523052256011681
SALUD,Medicina,M,Fisioterapeuta,8,30375,30475,-2448.2644065980408
CODEPESCA,Pesca,F,Ingeniero,26,46666,99280,445.64849555348286
UASD,Educación,M,Profesor,3,45515,68196,-2541.446026065995
MOPC,Infraestructura,F,Arquitecto,22,36172,91679,368.43279515754926
MJ,Justicia,M,Abogada,33,51738,40739,-1970.890437224471
SALUD,Medicina,F,Fisioterapeuta,20,38202,67978,330.6845634629253
CODEPESCA,Pesca,M,Ingeniero,11,44603,71793,-2389.601631626087
UASD,Educación,F,Profesor,39,37041,36042,691.4337190423511
MOPC,Infraestructura,M,Arquitecto,39,53597,83454,-1856.7067415245383
MJ,Justicia,F,Abogada,1,44732,71100,-29.43036211176667
SALUD,Medicina,M,Fisioterapeuta,24,34108,96106,-2143.9191796224336
CODEPESCA,Pesca,F,Ingeniero,2,50597,68829,-9.743524634250036
UASD,Educación,M,Profesor,12,35056,56373,-2371.7353851027437
MOPC,Infraestructura,F,Arquitecto,25,38769,41044,425.72162168751055
MJ,Justicia,M,Abogada,2,40826,80606,-2560.9939448462555
SALUD,Medicina,F,Fisioterapeuta,13,42901,32680,198.28153621745776
CODEPESCA,Pesca,M,Ingeniero,12,49375,28971,-2370.0439082098806
UASD,Educación,F,Profesor,26,50819,69182,446.1390817352037
MOPC,Infraestructura,M,Arquitecto,2,56037,26782,-2559.197097649011
MJ,Justicia,F,Abogada,36,34938,64049,634.2032478154888
SALUD,Medicina,M,Fisioterapeuta,3,48038,77335,-2541.1479887588716
CODEPESCA,Pesca,F,Ingeniero,35,32626,39212,614.9361196333381
UASD,Educación,M,Profesor,28,56100,92616,-2065.3452418276493
MOPC,Infraestructura,F,Arquitecto,18,45914,47804,293.6075358820837
MJ,Justicia,M,Abogada,16,48143,33182,-2294.2133784296125
SALUD,Medicina,F,Fisioterapeuta,13,59258,61171,200.21375826764037
CODEPESCA,Pesca,M,Ingeniero,15,47030,81117,-2313.338870967197
UASD,Educación,F,Profesor,32,55541,83420,560.6609783111936
MOPC,Infraestructura,M,Arquitecto,36,33973,58771,-1916.006935961112
MJ,Justicia,F,Abogada,35,30742,52384,614.7135662101832
SALUD,Medicina,M,Fisioterapeuta,24,43045,96102,-2142.863468400175
CODEPESCA,Pesca,F,Ingeniero,18,31263,21127,291.8768404454373
UASD,Educación,M,Profesor,26,50550,79105,-2103.9888848532255
MOPC,Infraestructura,F,Arquitecto,8,46566,65272,103.74439629796348
MJ,Justicia,M,Abogada,39,52507,91925,-1856.8355012014167
SALUD,Medicina,F,Fisioterapeuta,21,36995,61494,349.53599870660366
CODEPESCA,Pesca,M,Ingeniero,30,52134,97638,-2027.8257062196644
UASD,Educación,F,Profesor,26,55106,58434,446.6454970882106
MOPC,Infraestructura,M,Arquitecto,2,59962,32351,-2558.733444684105
MJ,Justicia,F,Abogada,33,59109,98023,580.0764754421143
SALUD,Medicina,M,Fisioterapeuta,18,50256,39461,-2255.9757418347067
CODEPESCA,Pesca,F,Ingeniero,17,37634,58007,273.63541893698806
UASD,Educación,M,Profesor,1,39928,28034,-2580.094039832896
MOPC,Infraestructura,F,Arquitecto,33,35893,72441,577.3340124527494
MJ,Justicia,M,Abogada,35,33745,52629,-1935.0278850913232
SALUD,Medicina,F,Fisioterapeuta,17,57758,39837,276.0126297053365
CODEPESCA,Pesca,M,Ingeniero,26,45870,29413,-2104.541724566795
UASD,Educación,F,Profesor,31,58621,57864,542.0307970810869
MOPC,Infraestructura,M,Arquitecto,29,55379,30014,-2046.4363963060232
MJ,Justicia,F,Abogada,14,54964,53532,218.700531931022
SALUD,Medicina,M,Fisioterapeuta,12,36329,37534,-2371.5850079755273
CODEPESCA,Pesca,F,Ingeniero,26,45968,20101,445.56604210902316
UASD,Educación,M,Profesor,22,35247,48182,-2181.7726634932947
MOPC,Infraestructura,F,Arquitecto,5,43847,25232,46.44115813444341
MJ,Justicia,M,Abogada,18,33756,26319,-2257.924856209471
SALUD,Medicina,F,Fisioterapeuta,24,31065,43106,405.81754655331576
CODEPESCA,Pesca,M,Ingeniero,13,30623,85717,-2353.265031251368
UASD,Educación,F,Profesor,9,52351,89963,123.42178352396607
MOPC,Infraestructura,M,Arquitecto,30,37776,96033,-2029.5217901101405
MJ,Justicia,F,Abogada,5,38592,26739,45.8203947381171
SALUD,Medicina,M,Fisioterapeuta,36,49282,23574,-1914.198512205763
CODEPESCA,Pesca,F,Ingeniero,29,41049,60104,501.9670175092434
UASD,Educación,M,Profesor,24,56435,46612,-2141.281732553018
MOPC,Infraestructura,F,Arquitecto,16,55646,76554,256.7691271519708
MJ,Justicia,M,Abogada,32,57502,32974,-1989.2035625162825
SALUD,Medicina,F,Fisioterapeuta,16,51242,35609,256.24889080612473
CODEPESCA,Pesca,M,Ingeniero,31,50464,69239,-2009.0289643066235
UASD,Educación,F,Profesor,24,51329,56907,408.2112952618137
MOPC,Infraestructura,M,Arquitecto,12,34202,70766,-2371.836266537656
MJ,Justicia,F,Abogada,1,38140,64110,-30.209062836520786
SALUD,Medicina,M,Fisioterapeuta,34,46035,91838,-1952.5701061158798
CODEPESCA,Pesca,F,Ingeniero,25,51023,72075,427.16916396316856
UASD,Educación,M,Profesor,36,49717,58879,-1914.1471264631555
MOPC,Infraestructura,F,Arquitecto,19,34314,52419,311.23126532594864
MJ,Justicia,M,Abogada,36,42324,84152,-1915.020447831194
SALUD,Medicina,F,Fisioterapeuta,7,51159,71901,85.29294294961551
CODEPESCA,Pesca,M,Ingeniero,21,50280,52899,-2198.990859019065
UASD,Educación,F,Profesor,20,53572,93056,332.5001930350539
MOPC,Infraestructura,M,Arquitecto,33,33589,47053,-1973.0343449085672
MJ,Justicia,F,Abogada,38,33139,28538,671.9787671113595
SALUD,Medicina,M,Fisioterapeuta,15,55607,59694,-2312.3256858767513
CODEPESCA,Pesca,F,Ingeniero,33,31781,98287,576.8482695249295
UASD,Educación,M,Profesor,8,49572,62774,-2445.996700619111
MOPC,Infraestructura,F,Arquitecto,18,32576,52240,292.03194269841094
MJ,Justicia,M,Abogada,15,46206,25256,-2313.4362085577914
SALUD,Medicina,F,Fisioterapeuta,32,31558,37729,557.8279110354383
CODEPESCA,Pesca,M,Ingeniero,1,55002,48769,-2578.3133761913696
UASD,Educación,F,Profesor,1,58259,88534,-27.832442708892017
MOPC,Infraestructura,M,Arquitecto,38,38047,76199,-1877.5376500759694
MJ,Justicia,F,Abogada,7,51175,65275,85.2948329999183
SALUD,Medicina,M,Fisioterapeuta,1,59735,51469,-2577.754275686172
CODEPESCA,Pesca,F,Ingeniero,31,33466,86861,539.0592836206514
UASD,Educación,M,Profesor,8,52308,71953,-2445.673502017332
MOPC,Infraestructura,F,Arquitecto,2,42004,89836,-10.758599774998288
MJ,Justicia,M,Abogada,5,58553,42940,-2501.9178394987075
