Institucion,Area,Sexo,Cargo,Tiempo_Trabajo_Anios,Sueldo_Promedio_Institucion,Sueldo_Bruto,Predicciones
CODEPESCA,Pesca,M,Ingeniero,27,52739,41035,-2084.382226713756
UASD,Educación,F,Profesor,2,35556,81136,-13.248120293425245
MOPC,Infraestructura,M,Arquitecto,36,46988,78828,-1914.108945122518
MJ,Justicia,F,Abogada,6,43002,72854,63.61043555032717
SALUD,Medicina,M,Fisioterapeuta,34,44382,97424,-1952.4062712153423
CODEPESCA,Pesca,F,Ingeniero,2,33890,80387,-13.444925796738062
UASD,Educación,M,Profesor,38,59594,32204,-1874.6303134875998
MOPC,Infraestructura,F,Arquitecto,17,32055,70349,271.2593886504482
MJ,Justicia,M,Abogada,23,49238,26259,-2160.774757521153
SALUD,Medicina,F,Fisioterapeuta,29,40185,77379,500.15665726749876
CODEPESCA,Pesca,M,Ingeniero,1,38772,74979,-2579.89536845561
UASD,Educación,F,Profesor,23,52221,53835,387.6100430122986
MOPC,Infraestructura,M,Arquitecto,30,33170,54081,-2029.7097067262475
MJ,Justicia,F,Abogada,12,58239,20455,179.37882441047958
SALUD,Medicina,M,Fisioterapeuta,37,41645,83700,-1895.7453777393812
CODEPESCA,Pesca,F,Ingeniero,28,32184,54568,480.21675576899224
UASD,Educación,M,Profesor,36,43531,99059,-1914.5173224484197
MOPC,Infraestructura,F,Arquitecto,18,45074,54614,291.7920692699774
MJ,Justicia,M,Abogada,38,56844,28163,-1874.9551725116758
SALUD,Medicina,F,Fisioterapeuta,32,31367,96571,556.0991988433127
CODEPESCA,Pesca,M,Ingeniero,5,40412,28847,-2503.722678609597
UASD,Educación,F,Profesor,21,48378,60621,349.16658942391723
MOPC,Infraestructura,M,Arquitecto,33,50678,33592,-1970.6572601803173
MJ,Justicia,F,Abogada,23,42292,40943,386.4371247395537
SALUD,Medicina,M,Fisioterapeuta,15,53298,72972,-2312.2530589452817
CODEPESCA,Pesca,F,Ingeniero,13,57390,29188,198.27327050423315
UASD,Educación,M,Profesor,15,47453,51273,-2312.943532034635
MOPC,Infraestructura,F,Arquitecto,16,30719,34626,252.10682729574717
MJ,Justicia,M,Abogada,25,38388,96195,-2124.0669961657695
SALUD,Medicina,F,Fisioterapeuta,29,45346,24370,500.7663290577733
CODEPESCA,Pesca,M,Ingeniero,5,31117,68311,-2504.8207021109733
UASD,Educación,F,Profesor,35,33991,64220,613.3933902203901
MOPC,Infraestructura,M,Arquitecto,28,33343,64994,-2067.678748008924
MJ,Justicia,F,Abogada,33,48475,87503,577.114915299004
SALUD,Medicina,M,Fisioterapeuta,6,46126,36756,-2484.0529416885674
CODEPESCA,Pesca,F,Ingeniero,32,48733,32308,558.1506540477126
UASD,Educación,M,Profesor,34,49461,98707,-1951.806286130513
MOPC,Infraestructura,F,Arquitecto,22,46479,61189,367.936998435751
MJ,Justicia,M,Abogada,20,36508,58592,-2219.26277627907
SALUD,Medicina,F,Fisioterapeuta,35,42543,81533,614.4036427199887
CODEPESCA,Pesca,M,Ingeniero,36,54740,46734,-1913.1931970662872
UASD,Educación,F,Profesor,33,54209,76283,577.7922758968405
MOPC,Infraestructura,M,Arquitecto,30,55882,86165,-2027.026725579044
MJ,Justicia,F,Abogada,26,34049,72872,442.447591384038
SALUD,Medicina,M,Fisioterapeuta,15,31007,56589,-2314.8863071291626
CODEPESCA,Pesca,F,Ingeniero,21,58863,66607,350.4051882848025
UASD,Educación,M,Profesor,17,31518,91437,-2276.836464547407
MOPC,Infraestructura,F,Arquitecto,16,53673,30460,254.81839603706902
MJ,Justicia,M,Abogada,13,35719,24092,-2352.3191538262827
SALUD,Medicina,F,Fisioterapeuta,29,46604,45789,500.9149372949687
CODEPESCA,Pesca,M,Ingeniero,10,57206,77362,-2406.765099410818
UASD,Educación,F,Profesor,27,41448,32623,462.31637828891047
MOPC,Infraestructura,M,Arquitecto,38,35104,67904,-1877.5233307601875
MJ,Justicia,F,Abogada,34,52612,28121,596.5983603360455
SALUD,Medicina,M,Fisioterapeuta,38,37519,67598,-1877.2380454717718
CODEPESCA,Pesca,F,Ingeniero,5,43564,55072,44.68208598751545
UASD,Educación,M,Profesor,19,56817,27080,-2235.8584017879093
MOPC,Infraestructura,F,Arquitecto,39,57020,86233,692.0927744903872
MJ,Justicia,M,Abogada,23,31503,86585,-2162.8698029000557
SALUD,Medicina,F,Fisioterapeuta,6,45983,98284,63.962582732425346
CODEPESCA,Pesca,M,Ingeniero,37,57849,49224,-1893.8311902389728
UASD,Educación,F,Profesor,27,46785,28614,462.94684105672593
MOPC,Infraestructura,M,Arquitecto,35,39807,92123,-1933.9519795665728
MJ,Justicia,F,Abogada,33,45266,81420,576.735834350546
SALUD,Medicina,M,Fisioterapeuta,16,31120,64895,-2295.8782194422597
CODEPESCA,Pesca,F,Ingeniero,25,32567,96382,423.27778296842234
UASD,Educación,M,Profesor,21,50258,84426,-2198.643742224414
MOPC,Infraestructura,F,Arquitecto,8,33217,48745,100.44400594594322
MJ,Justicia,M,Abogada,14,32009,21707,-2333.7626792481224
SALUD,Medicina,F,Fisioterapeuta,14,40749,70542,215.3021988859124
CODEPESCA,Pesca,M,Ingeniero,6,53423,49757,-2483.1909430345017
UASD,Educación,F,Profesor,6,59456,49392,65.55415568928817
MOPC,Infraestructura,M,Arquitecto,34,56218,76944,-1951.0080779757204
MJ,Justicia,F,Abogada,38,30407,56385,669.9542271169358
SALUD,Medicina,M,Fisioterapeuta,21,30574,85362,-2200.969024053471
CODEPESCA,Pesca,F,Ingeniero,22,46020,95081,367.8827765113689
UASD,Educación,M,Profesor,38,46433,38095,-1876.1850297115493
MOPC,Infraestructura,F,Arquitecto,28,59580,31871,483.4530604321122
MJ,Justicia,M,Abogada,11,41228,71047,-2389.657850471698
SALUD,Medicina,F,Fisioterapeuta,3,44113,91075,6.757461793221694
CODEPESCA,Pesca,M,Ingeniero,15,53653,86844,-2312.2111225985373
UASD,Educación,F,Profesor,3,37032,64793,5.920979338865152
MOPC,Infraestructura,M,Arquitecto,15,33318,63695,-2314.613307418385
MJ,Justicia,F,Abogada,9,58591,33508,122.43618956272917
SALUD,Medicina,M,Fisioterapeuta,39,36749,69233,-1858.3342670642355
CODEPESCA,Pesca,F,Ingeniero,3,37305,24943,5.953228980164283
UASD,Educación,M,Profesor,25,49881,72015,-2122.709321706241
MOPC,Infraestructura,F,Arquitecto,36,56937,77864,635.0987528515557
MJ,Justicia,M,Abogada,12,41683,60336,-2370.6093621352557
SALUD,Medicina,F,Fisioterapeuta,11,40128,81761,158.24462300891628
CODEPESCA,Pesca,M,Ingeniero,26,43310,70053,-2104.4908186436737
UASD,Educación,F,Profesor,36,39503,55789,633.0392647694696
MOPC,Infraestructura,M,Arquitecto,12,44052,86562,-2370.3295108523334
MJ,Justicia,F,Abogada,18,41973,91666,291.42574642137413
SALUD,Medicina,M,Fisioterapeuta,17,52558,41526,-2274.3509976868418
CODEPESCA,Pesca,F,Ingeniero,36,48652,44342,634.1200412099311
UASD,Educación,M,Profesor,1,49906,95402,-2578.580102865043
MOPC,Infraestructura,F,Arquitecto,16,51773,75606,254.59394798407124
MJ,Justicia,M,Abogada,36,55507,51783,-1913.1025909312084
SALUD,Medicina,F,Fisioterapeuta,21,35013,24853,347.587774566909
CODEPESCA,Pesca,M,Ingeniero,30,40939,20672,-2028.7919504505949
UASD,Educación,F,Profesor,15,34417,30807,233.54893515093605
MOPC,Infraestructura,M,Arquitecto,7,50865,80843,-2464.498382057892
MJ,Justicia,F,Abogada,24,35412,25748,404.61912546087063
SALUD,Medicina,M,Fisioterapeuta,35,54856,29700,-1932.174232856276
CODEPESCA,Pesca,F,Ingeniero,17,50700,56533,273.46193283368194
UASD,Educación,M,Profesor,32,51917,88648,-1989.5056353579293
MOPC,Infraestructura,F,Arquitecto,18,50881,36800,292.4780533982712
MJ,Justicia,M,Abogada,11,45742,76467,-2389.124609149997
SALUD,Medicina,F,Fisioterapeuta,36,32230,76849,632.1801012487048
CODEPESCA,Pesca,M,Ingeniero,25,50888,31156,-2122.5903642381527
UASD,Educación,F,Profesor,8,54230,49204,102.92628328154473
MOPC,Infraestructura,M,Arquitecto,38,50060,26031,-1875.7565701914323
MJ,Justicia,F,Abogada,18,46139,98233,291.91787831021037
SALUD,Medicina,M,Fisioterapeuta,9,53107,50673,-2426.2440554868
CODEPESCA,Pesca,F,Ingeniero,14,49962,72162,216.39053568184335
UASD,Educación,M,Profesor,1,58141,38051,-2577.6072977511285
MOPC,Infraestructura,F,Arquitecto,1,52966,82146,-30.186206278917496
MJ,Justicia,M,Abogada,19,56890,67695,-2235.849778257452
SALUD,Medicina,F,Fisioterapeuta,25,37333,91768,423.8407931897842
CODEPESCA,Pesca,M,Ingeniero,4,39222,22961,-2522.8579929033835
UASD,Educación,F,Profesor,32,42971,63004,557.4699857943581
MOPC,Infraestructura,M,Arquitecto,8,40013,91009,-2446.7855958978944
MJ,Justicia,F,Abogada,23,39103,27950,386.0604064021801
SALUD,Medicina,M,Fisioterapeuta,20,50548,58983,-2217.6042232979703
CODEPESCA,Pesca,F,Ingeniero,26,35345,89651,442.60068858229334
UASD,Educación,M,Profesor,37,42972,91584,-1895.5886184939454
MOPC,Infraestructura,F,Arquitecto,21,42931,96633,348.5231322951388
MJ,Justicia,M,Abogada,18,42445,31703,-2256.5509130472838
SALUD,Medicina,F,Fisioterapeuta,18,51574,37341,292.5599178723383
CODEPESCA,Pesca,M,Ingeniero,34,48593,75393,-1951.9088234515666
UASD,Educación,F,Profesor,13,32387,73009,195.31965225733632
MOPC,Infraestructura,M,Arquitecto,22,30364,50430,-2181.999092535578
MJ,Justicia,F,Abogada,23,45343,61132,386.7975410604465
SALUD,Medicina,M,Fisioterapeuta,5,44112,35025,-2503.2855955590226
CODEPESCA,Pesca,F,Ingeniero,6,59402,35618,65.54777663936085
UASD,Educación,M,Profesor,29,34472,40870,-2048.550639678944
MOPC,Infraestructura,F,Arquitecto,11,47550,85065,159.12138798225823
MJ,Justicia,M,Abogada,12,51861,55358,-2369.4070293545124
SALUD,Medicina,F,Fisioterapeuta,38,37504,26646,670.7925996601598
CODEPESCA,Pesca,M,Ingeniero,23,59837,94040,-2159.5226917770874
UASD,Educación,F,Profesor,26,53091,47901,444.69703339729284
MOPC,Infraestructura,M,Arquitecto,13,48181,47091,-2350.8470108597257
MJ,Justicia,F,Abogada,25,42918,42237,424.5005523350435
SALUD,Medicina,M,Fisioterapeuta,27,58277,43930,-2083.7280197045447
CODEPESCA,Pesca,F,Ingeniero,1,49745,51640,-30.566704794025895
UASD,Educación,M,Profesor,25,34309,33523,-2124.5488506963898
MOPC,Infraestructura,F,Arquitecto,21,33776,73642,347.441647071352
MJ,Justicia,M,Abogada,29,40946,33097,-2047.7858624709925
SALUD,Medicina,F,Fisioterapeuta,7,32500,56452,81.36456740429776
CODEPESCA,Pesca,M,Ingeniero,2,43649,92911,-2560.3245068084534
UASD,Educación,F,Profesor,31,53723,79511,539.74538657894
MOPC,Infraestructura,M,Arquitecto,29,37351,49999,-2048.210541813375
MJ,Justicia,F,Abogada,2,43998,92135,-12.25086215478973
SALUD,Medicina,M,Fisioterapeuta,8,30375,30475,-2447.9241381793645
CODEPESCA,Pesca,F,Ingeniero,26,46666,99280,443.93804458649765
UASD,Educación,M,Profesor,3,45515,68196,-2541.1093362600213
MOPC,Infraestructura,F,Arquitecto,22,36172,91679,366.71942681351504
MJ,Justicia,M,Abogada,33,51738,40739,-1970.5320417928556
SALUD,Medicina,F,Fisioterapeuta,20,38202,67978,328.96975397000534
CODEPESCA,Pesca,M,Ingeniero,11,44603,71793,-2389.2591598512413
UASD,Educación,F,Profesor,39,37041,36042,689.7326441478381
MOPC,Infraestructura,M,Arquitecto,39,53597,83454,-1856.3440034869163
MJ,Justicia,F,Abogada,1,44732,71100,-31.158893262277445
SALUD,Medicina,M,Fisioterapeuta,24,34108,96106,-2143.567333872063
CODEPESCA,Pesca,F,Ingeniero,2,50597,68829,-11.471318627562084
UASD,Educación,M,Profesor,12,35056,56373,-2371.392213318001
MOPC,Infraestructura,F,Arquitecto,25,38769,41044,424.01042866562887
MJ,Justicia,M,Abogada,2,40826,80606,-2560.6579893629864
SALUD,Medicina,F,Fisioterapeuta,13,42901,32680,196.56167690429362
CODEPESCA,Pesca,M,Ingeniero,12,49375,28971,-2369.700701912277
UASD,Educación,F,Profesor,26,50819,69182,444.42864077812914
MOPC,Infraestructura,M,Arquitecto,2,56037,26782,-2558.861105502908
MJ,Justicia,F,Abogada,36,34938,64049,632.4999987895037
SALUD,Medicina,M,Fisioterapeuta,3,48038,77335,-2540.811292871751
CODEPESCA,Pesca,F,Ingeniero,35,32626,39212,613.2321420138944
UASD,Educación,M,Profesor,28,56100,92616,-2064.990450986781
MOPC,Infraestructura,F,Arquitecto,18,45914,47804,291.89129893551325
MJ,Justicia,M,Abogada,16,48143,33182,-2293.8672830179535
SALUD,Medicina,F,Fisioterapeuta,13,59258,61171,198.49393837949629
CODEPESCA,Pesca,M,Ingeniero,15,47030,81117,-2312.993501259066
UASD,Educación,F,Profesor,32,55541,83420,558.9548868607699
MOPC,Infraestructura,M,Arquitecto,36,33973,58771,-1915.646414285553
MJ,Justicia,F,Abogada,35,30742,52384,613.0095840497639
SALUD,Medicina,M,Fisioterapeuta,24,43045,96102,-2142.511601109094
CODEPESCA,Pesca,F,Ingeniero,18,31263,21127,290.16056818579176
UASD,Educación,M,Profesor,26,50550,79105,-2103.635553431198
MOPC,Infraestructura,F,Arquitecto,8,46566,65272,102.0209307140841
MJ,Justicia,M,Abogada,39,52507,91925,-1856.4727657910043
SALUD,Medicina,F,Fisioterapeuta,21,36995,61494,347.82190932535195
CODEPESCA,Pesca,M,Ingeniero,30,52134,97638,-2027.4694788962206
UASD,Educación,F,Profesor,26,55106,58434,444.9350664640247
MOPC,Infraestructura,M,Arquitecto,2,59962,32351,-2558.397443077636
MJ,Justicia,F,Abogada,33,59109,98023,578.3711156124664
SALUD,Medicina,M,Fisioterapeuta,18,50256,39461,-2255.628195288354
CODEPESCA,Pesca,F,Ingeniero,17,37634,58007,271.9184390123823
UASD,Educación,M,Profesor,1,39928,28034,-2579.758809534944
MOPC,Infraestructura,F,Arquitecto,33,35893,72441,575.6285966659416
MJ,Justicia,M,Abogada,35,33745,52629,-1934.6680869861902
SALUD,Medicina,F,Fisioterapeuta,17,57758,39837,274.2956982852917
CODEPESCA,Pesca,M,Ingeniero,26,45870,29413,-2104.1884044248977
UASD,Educación,F,Profesor,31,58621,57864,540.3239900334574
MOPC,Infraestructura,M,Arquitecto,29,55379,30014,-2046.080884182089
MJ,Justicia,F,Abogada,14,54964,53532,216.9814247139986
SALUD,Medicina,M,Fisioterapeuta,12,36329,37534,-2371.2418331224926
CODEPESCA,Pesca,F,Ingeniero,26,45968,20101,443.8555894596595
UASD,Educación,M,Profesor,22,35247,48182,-2181.4222610393736
MOPC,Infraestructura,F,Arquitecto,5,43847,25232,44.715516934356685
MJ,Justicia,M,Abogada,18,33756,26319,-2257.577349432809
SALUD,Medicina,F,Fisioterapeuta,24,31065,43106,404.1056119417225
CODEPESCA,Pesca,M,Ingeniero,13,30623,85717,-2352.921147130534
UASD,Educación,F,Profesor,9,52351,89963,121.69905490446268
MOPC,Infraestructura,M,Arquitecto,30,37776,96033,-2029.165597393559
MJ,Justicia,F,Abogada,5,38592,26739,44.09474087198646
SALUD,Medicina,M,Fisioterapeuta,36,49282,23574,-1913.8379536311618
CODEPESCA,Pesca,F,Ingeniero,29,41049,60104,500.2587220663357
UASD,Educación,M,Profesor,24,56435,46612,-2140.9298329882304
MOPC,Infraestructura,F,Arquitecto,16,55646,76554,255.05146762052414
MJ,Justicia,M,Abogada,32,57502,32974,-1988.8458762126702
SALUD,Medicina,F,Fisioterapeuta,16,51242,35609,254.53122065978607
CODEPESCA,Pesca,M,Ingeniero,31,50464,69239,-2008.6720179874728
UASD,Educación,F,Profesor,24,51329,56907,406.49940949222116
MOPC,Infraestructura,M,Arquitecto,12,34202,70766,-2371.493096811296
MJ,Justicia,F,Abogada,1,38140,64110,-31.93760987562564
SALUD,Medicina,M,Fisioterapeuta,34,46035,91838,-1952.211001409234
CODEPESCA,Pesca,F,Ingeniero,25,51023,72075,425.45800047691046
UASD,Educación,M,Profesor,36,49717,58879,-1913.7865668400805
MOPC,Infraestructura,F,Arquitecto,19,34314,52419,309.51572344096195
MJ,Justicia,M,Abogada,36,42324,84152,-1914.6599060273506
SALUD,Medicina,F,Fisioterapeuta,7,51159,71901,83.56876541529039
CODEPESCA,Pesca,M,Ingeniero,21,50280,52899,-2198.641143352221
UASD,Educación,F,Profesor,20,53572,93056,330.78542058820335
MOPC,Infraestructura,M,Arquitecto,33,33589,47053,-1972.6759932212017
MJ,Justicia,F,Abogada,38,33139,28538,670.2769597910358
SALUD,Medicina,M,Fisioterapeuta,15,55607,59694,-2311.980295495612
CODEPESCA,Pesca,F,Ingeniero,33,31781,98287,575.1428438270327
UASD,Educación,M,Profesor,8,49572,62774,-2445.6563859302073
MOPC,Infraestructura,F,Arquitecto,18,32576,52240,290.31567360346867
MJ,Justicia,M,Abogada,15,46206,25256,-2313.0908408357345
SALUD,Medicina,F,Fisioterapeuta,32,31558,37729,556.1217617791666
CODEPESCA,Pesca,M,Ingeniero,1,55002,48769,-2577.978109560792
UASD,Educación,F,Profesor,1,58259,88534,-29.560941255487307
MOPC,Infraestructura,M,Arquitecto,38,38047,76199,-1877.1756725391492
MJ,Justicia,F,Abogada,7,51175,65275,83.57065550415774
SALUD,Medicina,M,Fisioterapeuta,1,59735,51469,-2577.418997647719
CODEPESCA,Pesca,F,Ingeniero,31,33466,86861,537.3524159423207
UASD,Educación,M,Profesor,8,52308,71953,-2445.3331807338905
MOPC,Infraestructura,F,Arquitecto,2,42004,89836,-12.486414479883251
