Institucion,Area,Sexo,Cargo,Tiempo_Trabajo_Anios,Sueldo_Promedio_Institucion,Sueldo_Bruto,Predicciones
SALUD,Medicina,M,Fisioterapeuta,39,45286,29567,12661.989999999993
CODEPESCA,Pesca,F,Ingeniero,25,40778,89319,12661.989999999993
UASD,Educación,M,Profesor,16,33325,56804,12661.990000000002
MOPC,Infraestructura,F,Arquitecto,33,59952,52693,12661.989999999993
MJ,Justicia,M,Abogada,31,53010,67317,12661.989999999993
SALUD,Medicina,F,Fisioterapeuta,7,36514,67860,12661.64
CODEPESCA,Pesca,M,Ingeniero,23,56863,71230,12661.989999999993
UASD,Educación,F,Profesor,25,36284,69239,12661.989999999993
MOPC,Infraestructura,M,Arquitecto,28,55142,67817,12661.989999999993
MJ,Justicia,F,Abogada,24,46328,60440,12661.989999999993
SALUD,Medicina,M,Fisioterapeuta,12,31874,69224,12661.99
CODEPESCA,Pesca,F,Ingeniero,5,56655,99882,12661.64
UASD,Educación,M,Profesor,37,30449,64801,12661.989999999993
MOPC,Infraestructura,F,Arquitecto,7,40803,96660,12661.64
MJ,Justicia,M,Abogada,37,59061,24619,12661.989999999993
SALUD,Medicina,F,Fisioterapeuta,34,40978,26868,12661.989999999993
CODEPESCA,Pesca,M,Ingeniero,14,51839,24227,12661.990000000002
UASD,Educación,F,Profesor,22,37194,82007,12661.989999999993
MOPC,Infraestructura,M,Arquitecto,21,39885,62143,12661.99
MJ,Justicia,F,Abogada,29,46021,86036,12661.989999999993
SALUD,Medicina,M,Fisioterapeuta,6,50372,63632,12661.64
CODEPESCA,Pesca,F,Ingeniero,15,52185,76293,12661.990000000002
UASD,Educación,M,Profesor,1,44655,99919,12661.64
MOPC,Infraestructura,F,Arquitecto,27,42226,48510,12661.989999999993
MJ,Justicia,M,Abogada,38,50826,40160,12661.989999999993
SALUD,Medicina,F,Fisioterapeuta,20,33263,54713,12661.99
CODEPESCA,Pesca,M,Ingeniero,34,54524,66074,12661.989999999993
UASD,Educación,F,Profesor,7,59287,24475,12661.64
MOPC,Infraestructura,M,Arquitecto,7,48919,54175,12661.64
MJ,Justicia,F,Abogada,31,46376,25040,12661.989999999993
SALUD,Medicina,M,Fisioterapeuta,12,43870,88783,12661.99
CODEPESCA,Pesca,F,Ingeniero,5,37347,56028,12661.64
UASD,Educación,M,Profesor,4,45449,63302,12661.64
MOPC,Infraestructura,F,Arquitecto,30,37697,31364,12661.989999999993
MJ,Justicia,M,Abogada,7,33505,75304,12661.64
SALUD,Medicina,F,Fisioterapeuta,19,40128,97253,12661.99
CODEPESCA,Pesca,M,Ingeniero,8,42570,52628,12661.99
UASD,Educación,F,Profesor,16,52489,86806,12661.990000000002
MOPC,Infraestructura,M,Arquitecto,4,46030,56218,12661.64
MJ,Justicia,F,Abogada,11,34258,45356,12661.99
SALUD,Medicina,M,Fisioterapeuta,12,43998,96540,12661.99
CODEPESCA,Pesca,F,Ingeniero,35,38450,87418,12661.989999999993
UASD,Educación,M,Profesor,33,31869,63728,12661.989999999993
MOPC,Infraestructura,F,Arquitecto,3,38960,94776,12661.64
MJ,Justicia,M,Abogada,2,42300,59728,12661.64
SALUD,Medicina,F,Fisioterapeuta,21,32363,32841,12661.99
CODEPESCA,Pesca,M,Ingeniero,10,48639,38931,12661.99
UASD,Educación,F,Profesor,28,36449,72717,12661.989999999993
MOPC,Infraestructura,M,Arquitecto,28,53260,72437,12661.989999999993
MJ,Justicia,F,Abogada,26,50802,89339,12661.989999999993
SALUD,Medicina,M,Fisioterapeuta,29,59743,87917,12661.989999999993
CODEPESCA,Pesca,F,Ingeniero,13,41786,77812,12661.99
UASD,Educación,M,Profesor,24,53190,45092,12661.989999999993
MOPC,Infraestructura,F,Arquitecto,2,53815,72363,12661.64
MJ,Justicia,M,Abogada,12,32884,45078,12661.99
SALUD,Medicina,F,Fisioterapeuta,11,36270,59640,12661.99
CODEPESCA,Pesca,M,Ingeniero,32,39261,31531,12661.989999999993
UASD,Educación,F,Profesor,38,33785,53512,12661.989999999993
MOPC,Infraestructura,M,Arquitecto,3,30687,71627,12661.64
MJ,Justicia,F,Abogada,32,51242,25497,12661.989999999993
SALUD,Medicina,M,Fisioterapeuta,9,50275,67757,12661.99
CODEPESCA,Pesca,F,Ingeniero,39,43164,86568,12661.989999999993
UASD,Educación,M,Profesor,39,45813,57107,12661.989999999993
MOPC,Infraestructura,F,Arquitecto,34,49999,44792,12661.989999999993
MJ,Justicia,M,Abogada,24,57806,47045,12661.989999999993
SALUD,Medicina,F,Fisioterapeuta,24,35895,26655,12661.989999999993
CODEPESCA,Pesca,M,Ingeniero,4,58312,62733,12661.64
UASD,Educación,F,Profesor,39,38301,66069,12661.989999999993
MOPC,Infraestructura,M,Arquitecto,38,56250,84712,12661.989999999993
MJ,Justicia,F,Abogada,21,53961,27511,12661.99
SALUD,Medicina,M,Fisioterapeuta,9,55717,70439,12661.99
CODEPESCA,Pesca,F,Ingeniero,7,52016,32619,12661.64
UASD,Educación,M,Profesor,6,58006,88493,12661.64
MOPC,Infraestructura,F,Arquitecto,19,37643,22479,12661.99
MJ,Justicia,M,Abogada,8,48400,57690,12661.99
SALUD,Medicina,F,Fisioterapeuta,31,57928,31725,12661.989999999993
CODEPESCA,Pesca,M,Ingeniero,29,44081,32108,12661.989999999993
UASD,Educación,F,Profesor,31,52304,46512,12661.989999999993
MOPC,Infraestructura,M,Arquitecto,33,51507,79855,12661.989999999993
MJ,Justicia,F,Abogada,9,33572,48238,12661.99
SALUD,Medicina,M,Fisioterapeuta,30,31248,84529,12661.989999999993
CODEPESCA,Pesca,F,Ingeniero,8,56652,95173,12661.99
UASD,Educación,M,Profesor,17,45612,22288,12661.990000000002
MOPC,Infraestructura,F,Arquitecto,13,59754,52276,12661.99
MJ,Justicia,M,Abogada,20,49639,66118,12661.99
SALUD,Medicina,F,Fisioterapeuta,31,41939,68862,12661.989999999993
CODEPESCA,Pesca,M,Ingeniero,36,53637,62654,12661.989999999993
UASD,Educación,F,Profesor,8,52236,79082,12661.99
MOPC,Infraestructura,M,Arquitecto,3,55328,38509,12661.64
MJ,Justicia,F,Abogada,8,58669,88452,12661.99
SALUD,Medicina,M,Fisioterapeuta,29,56182,67349,12661.989999999993
CODEPESCA,Pesca,F,Ingeniero,15,57039,95602,12661.990000000002
UASD,Educación,M,Profesor,19,48299,78309,12661.99
MOPC,Infraestructura,F,Arquitecto,39,38632,63080,12661.989999999993
MJ,Justicia,M,Abogada,6,48356,41806,12661.64
SALUD,Medicina,F,Fisioterapeuta,8,56790,47098,12661.99
CODEPESCA,Pesca,M,Ingeniero,27,52739,41035,12661.989999999993
UASD,Educación,F,Profesor,2,35556,81136,12661.64
MOPC,Infraestructura,M,Arquitecto,36,46988,78828,12661.989999999993
MJ,Justicia,F,Abogada,6,43002,72854,12661.64
SALUD,Medicina,M,Fisioterapeuta,34,44382,97424,12661.989999999993
CODEPESCA,Pesca,F,Ingeniero,2,33890,80387,12661.64
UASD,Educación,M,Profesor,38,59594,32204,12661.989999999993
MOPC,Infraestructura,F,Arquitecto,17,32055,70349,12661.990000000002
MJ,Justicia,M,Abogada,23,49238,26259,12661.989999999993
SALUD,Medicina,F,Fisioterapeuta,29,40185,77379,12661.989999999993
CODEPESCA,Pesca,M,Ingeniero,1,38772,74979,12661.64
UASD,Educación,F,Profesor,23,52221,53835,12661.989999999993
MOPC,Infraestructura,M,Arquitecto,30,33170,54081,12661.989999999993
MJ,Justicia,F,Abogada,12,58239,20455,12661.99
SALUD,Medicina,M,Fisioterapeuta,37,41645,83700,12661.989999999993
CODEPESCA,Pesca,F,Ingeniero,28,32184,54568,12661.989999999993
UASD,Educación,M,Profesor,36,43531,99059,12661.989999999993
MOPC,Infraestructura,F,Arquitecto,18,45074,54614,12661.99
MJ,Justicia,M,Abogada,38,56844,28163,12661.989999999993
SALUD,Medicina,F,Fisioterapeuta,32,31367,96571,12661.989999999993
CODEPESCA,Pesca,M,Ingeniero,5,40412,28847,12661.64
UASD,Educación,F,Profesor,21,48378,60621,12661.99
MOPC,Infraestructura,M,Arquitecto,33,50678,33592,12661.989999999993
MJ,Justicia,F,Abogada,23,42292,40943,12661.989999999993
SALUD,Medicina,M,Fisioterapeuta,15,53298,72972,12661.990000000002
CODEPESCA,Pesca,F,Ingeniero,13,57390,29188,12661.99
UASD,Educación,M,Profesor,15,47453,51273,12661.990000000002
MOPC,Infraestructura,F,Arquitecto,16,30719,34626,12661.990000000002
MJ,Justicia,M,Abogada,25,38388,96195,12661.989999999993
SALUD,Medicina,F,Fisioterapeuta,29,45346,24370,12661.989999999993
CODEPESCA,Pesca,M,Ingeniero,5,31117,68311,12661.64
UASD,Educación,F,Profesor,35,33991,64220,12661.989999999993
MOPC,Infraestructura,M,Arquitecto,28,33343,64994,12661.989999999993
MJ,Justicia,F,Abogada,33,48475,87503,12661.989999999993
SALUD,Medicina,M,Fisioterapeuta,6,46126,36756,12661.64
CODEPESCA,Pesca,F,Ingeniero,32,48733,32308,12661.989999999993
UASD,Educación,M,Profesor,34,49461,98707,12661.989999999993
MOPC,Infraestructura,F,Arquitecto,22,46479,61189,12661.989999999993
MJ,Justicia,M,Abogada,20,36508,58592,12661.99
SALUD,Medicina,F,Fisioterapeuta,35,42543,81533,12661.989999999993
CODEPESCA,Pesca,M,Ingeniero,36,54740,46734,12661.989999999993
UASD,Educación,F,Profesor,33,54209,76283,12661.989999999993
MOPC,Infraestructura,M,Arquitecto,30,55882,86165,12661.989999999993
MJ,Justicia,F,Abogada,26,34049,72872,12661.989999999993
SALUD,Medicina,M,Fisioterapeuta,15,31007,56589,12661.990000000002
CODEPESCA,Pesca,F,Ingeniero,21,58863,66607,12661.99
UASD,Educación,M,Profesor,17,31518,91437,12661.990000000002
MOPC,Infraestructura,F,Arquitecto,16,53673,30460,12661.990000000002
MJ,Justicia,M,Abogada,13,35719,24092,12661.99
SALUD,Medicina,F,Fisioterapeuta,29,46604,45789,12661.989999999993
CODEPESCA,Pesca,M,Ingeniero,10,57206,77362,12661.99
UASD,Educación,F,Profesor,27,41448,32623,12661.989999999993
MOPC,Infraestructura,M,Arquitecto,38,35104,67904,12661.989999999993
MJ,Justicia,F,Abogada,34,52612,28121,12661.989999999993
SALUD,Medicina,M,Fisioterapeuta,38,37519,67598,12661.989999999993
CODEPESCA,Pesca,F,Ingeniero,5,43564,55072,12661.64
UASD,Educación,M,Profesor,19,56817,27080,12661.99
MOPC,Infraestructura,F,Arquitecto,39,57020,86233,12661.989999999993
MJ,Justicia,M,Abogada,23,31503,86585,12661.989999999993
SALUD,Medicina,F,Fisioterapeuta,6,45983,98284,12661.64
CODEPESCA,Pesca,M,Ingeniero,37,57849,49224,12661.989999999993
UASD,Educación,F,Profesor,27,46785,28614,12661.989999999993
MOPC,Infraestructura,M,Arquitecto,35,39807,92123,12661.989999999993
MJ,Justicia,F,Abogada,33,45266,81420,12661.989999999993
SALUD,Medicina,M,Fisioterapeuta,16,31120,64895,12661.990000000002
CODEPESCA,Pesca,F,Ingeniero,25,32567,96382,12661.989999999993
UASD,Educación,M,Profesor,21,50258,84426,12661.99
MOPC,Infraestructura,F,Arquitecto,8,33217,48745,12661.99
MJ,Justicia,M,Abogada,14,32009,21707,12661.990000000002
SALUD,Medicina,F,Fisioterapeuta,14,40749,70542,12661.990000000002
CODEPESCA,Pesca,M,Ingeniero,6,53423,49757,12661.64
UASD,Educación,F,Profesor,6,59456,49392,12661.64
MOPC,Infraestructura,M,Arquitecto,34,56218,76944,12661.989999999993
MJ,Justicia,F,Abogada,38,30407,56385,12661.989999999993
SALUD,Medicina,M,Fisioterapeuta,21,30574,85362,12661.99
CODEPESCA,Pesca,F,Ingeniero,22,46020,95081,12661.989999999993
UASD,Educación,M,Profesor,38,46433,38095,12661.989999999993
MOPC,Infraestructura,F,Arquitecto,28,59580,31871,12661.989999999993
MJ,Justicia,M,Abogada,11,41228,71047,12661.99
SALUD,Medicina,F,Fisioterapeuta,3,44113,91075,12661.64
CODEPESCA,Pesca,M,Ingeniero,15,53653,86844,12661.990000000002
UASD,Educación,F,Profesor,3,37032,64793,12661.64
MOPC,Infraestructura,M,Arquitecto,15,33318,63695,12661.990000000002
MJ,Justicia,F,Abogada,9,58591,33508,12661.99
SALUD,Medicina,M,Fisioterapeuta,39,36749,69233,12661.989999999993
CODEPESCA,Pesca,F,Ingeniero,3,37305,24943,12661.64
UASD,Educación,M,Profesor,25,49881,72015,12661.989999999993
MOPC,Infraestructura,F,Arquitecto,36,56937,77864,12661.989999999993
MJ,Justicia,M,Abogada,12,41683,60336,12661.99
SALUD,Medicina,F,Fisioterapeuta,11,40128,81761,12661.99
CODEPESCA,Pesca,M,Ingeniero,26,43310,70053,12661.989999999993
UASD,Educación,F,Profesor,36,39503,55789,12661.989999999993
MOPC,Infraestructura,M,Arquitecto,12,44052,86562,12661.99
MJ,Justicia,F,Abogada,18,41973,91666,12661.99
SALUD,Medicina,M,Fisioterapeuta,17,52558,41526,12661.990000000002
CODEPESCA,Pesca,F,Ingeniero,36,48652,44342,12661.989999999993
UASD,Educación,M,Profesor,1,49906,95402,12661.64
MOPC,Infraestructura,F,Arquitecto,16,51773,75606,12661.990000000002
MJ,Justicia,M,Abogada,36,55507,51783,12661.989999999993
SALUD,Medicina,F,Fisioterapeuta,21,35013,24853,12661.99
CODEPESCA,Pesca,M,Ingeniero,30,40939,20672,12661.989999999993
UASD,Educación,F,Profesor,15,34417,30807,12661.990000000002
MOPC,Infraestructura,M,Arquitecto,7,50865,80843,12661.64
MJ,Justicia,F,Abogada,24,35412,25748,12661.989999999993
SALUD,Medicina,M,Fisioterapeuta,35,54856,29700,12661.989999999993
CODEPESCA,Pesca,F,Ingeniero,17,50700,56533,12661.990000000002
UASD,Educación,M,Profesor,32,51917,88648,12661.989999999993
MOPC,Infraestructura,F,Arquitecto,18,50881,36800,12661.99
MJ,Justicia,M,Abogada,11,45742,76467,12661.99
SALUD,Medicina,F,Fisioterapeuta,36,32230,76849,12661.989999999993
CODEPESCA,Pesca,M,Ingeniero,25,50888,31156,12661.989999999993
UASD,Educación,F,Profesor,8,54230,49204,12661.99
MOPC,Infraestructura,M,Arquitecto,38,50060,26031,12661.989999999993
MJ,Justicia,F,Abogada,18,46139,98233,12661.99
SALUD,Medicina,M,Fisioterapeuta,9,53107,50673,12661.99
CODEPESCA,Pesca,F,Ingeniero,14,49962,72162,12661.990000000002
UASD,Educación,M,Profesor,1,58141,38051,12661.64
MOPC,Infraestructura,F,Arquitecto,1,52966,82146,12661.64
MJ,Justicia,M,Abogada,19,56890,67695,12661.99
SALUD,Medicina,F,Fisioterapeuta,25,37333,91768,12661.989999999993
CODEPESCA,Pesca,M,Ingeniero,4,39222,22961,12661.64
UASD,Educación,F,Profesor,32,42971,63004,12661.989999999993
MOPC,Infraestructura,M,Arquitecto,8,40013,91009,12661.99
MJ,Justicia,F,Abogada,23,39103,27950,12661.989999999993
SALUD,Medicina,M,Fisioterapeuta,20,50548,58983,12661.99
CODEPESCA,Pesca,F,Ingeniero,26,35345,89651,12661.989999999993
UASD,Educación,M,Profesor,37,42972,91584,12661.989999999993
MOPC,Infraestructura,F,Arquitecto,21,42931,96633,12661.99
MJ,Justicia,M,Abogada,18,42445,31703,12661.99
SALUD,Medicina,F,Fisioterapeuta,18,51574,37341,12661.99
CODEPESCA,Pesca,M,Ingeniero,34,48593,75393,12661.989999999993
UASD,Educación,F,Profesor,13,32387,73009,12661.99
MOPC,Infraestructura,M,Arquitecto,22,30364,50430,12661.989999999993
MJ,Justicia,F,Abogada,23,45343,61132,12661.989999999993
SALUD,Medicina,M,Fisioterapeuta,5,44112,35025,12661.64
CODEPESCA,Pesca,F,Ingeniero,6,59402,35618,12661.64
UASD,Educación,M,Profesor,29,34472,40870,12661.989999999993
MOPC,Infraestructura,F,Arquitecto,11,47550,85065,12661.99
MJ,Justicia,M,Abogada,12,51861,55358,12661.99
SALUD,Medicina,F,Fisioterapeuta,38,37504,26646,12661.989999999993
CODEPESCA,Pesca,M,Ingeniero,23,59837,94040,12661.989999999993
UASD,Educación,F,Profesor,26,53091,47901,12661.989999999993
MOPC,Infraestructura,M,Arquitecto,13,48181,47091,12661.99
MJ,Justicia,F,Abogada,25,42918,42237,12661.989999999993
SALUD,Medicina,M,Fisioterapeuta,27,58277,43930,12661.989999999993
CODEPESCA,Pesca,F,Ingeniero,1,49745,51640,12661.64
UASD,Educación,M,Profesor,25,34309,33523,12661.989999999993
MOPC,Infraestructura,F,Arquitecto,21,33776,73642,12661.99
MJ,Justicia,M,Abogada,29,40946,33097,12661.989999999993
SALUD,Medicina,F,Fisioterapeuta,7,32500,56452,12661.64
CODEPESCA,Pesca,M,Ingeniero,2,43649,92911,12661.64
UASD,Educación,F,Profesor,31,53723,79511,12661.989999999993
MOPC,Infraestructura,M,Arquitecto,29,37351,49999,12661.989999999993
MJ,Justicia,F,Abogada,2,43998,92135,12661.64
SALUD,Medicina,M,Fisioterapeuta,8,30375,30475,12661.99
CODEPESCA,Pesca,F,Ingeniero,26,46666,99280,12661.989999999993
UASD,Educación,M,Profesor,3,45515,68196,12661.64
MOPC,Infraestructura,F,Arquitecto,22,36172,91679,12661.989999999993
MJ,Justicia,M,Abogada,33,51738,40739,12661.989999999993
SALUD,Medicina,F,Fisioterapeuta,20,38202,67978,12661.99
CODEPESCA,Pesca,M,Ingeniero,11,44603,71793,12661.99
UASD,Educación,F,Profesor,39,37041,36042,12661.989999999993
MOPC,Infraestructura,M,Arquitecto,39,53597,83454,12661.989999999993
MJ,Justicia,F,Abogada,1,44732,71100,12661.64
SALUD,Medicina,M,Fisioterapeuta,24,34108,96106,12661.989999999993
CODEPESCA,Pesca,F,Ingeniero,2,50597,68829,12661.64
UASD,Educación,M,Profesor,12,35056,56373,12661.99
MOPC,Infraestructura,F,Arquitecto,25,38769,41044,12661.989999999993
MJ,Justicia,M,Abogada,2,40826,80606,12661.64
SALUD,Medicina,F,Fisioterapeuta,13,42901,32680,12661.99
CODEPESCA,Pesca,M,Ingeniero,12,49375,28971,12661.99
UASD,Educación,F,Profesor,26,50819,69182,12661.989999999993
MOPC,Infraestructura,M,Arquitecto,2,56037,26782,12661.64
MJ,Justicia,F,Abogada,36,34938,64049,12661.989999999993
SALUD,Medicina,M,Fisioterapeuta,3,48038,77335,12661.64
CODEPESCA,Pesca,F,Ingeniero,35,32626,39212,12661.989999999993
UASD,Educación,M,Profesor,28,56100,92616,12661.989999999993
MOPC,Infraestructura,F,Arquitecto,18,45914,47804,12661.99
MJ,Justicia,M,Abogada,16,48143,33182,12661.990000000002
SALUD,Medicina,F,Fisioterapeuta,13,59258,61171,12661.99
CODEPESCA,Pesca,M,Ingeniero,15,47030,81117,12661.990000000002
UASD,Educación,F,Profesor,32,55541,83420,12661.989999999993
MOPC,Infraestructura,M,Arquitecto,36,33973,58771,12661.989999999993
MJ,Justicia,F,Abogada,35,30742,52384,12661.989999999993
SALUD,Medicina,M,Fisioterapeuta,24,43045,96102,12661.989999999993
CODEPESCA,Pesca,F,Ingeniero,18,31263,21127,12661.99
UASD,Educación,M,Profesor,26,50550,79105,12661.989999999993
MOPC,Infraestructura,F,Arquitecto,8,46566,65272,12661.99
MJ,Justicia,M,Abogada,39,52507,91925,12661.989999999993
SALUD,Medicina,F,Fisioterapeuta,21,36995,61494,12661.99
CODEPESCA,Pesca,M,Ingeniero,30,52134,97638,12661.989999999993
UASD,Educación,F,Profesor,26,55106,58434,12661.989999999993
MOPC,Infraestructura,M,Arquitecto,2,59962,32351,12661.64
MJ,Justicia,F,Abogada,33,59109,98023,12661.989999999993
SALUD,Medicina,M,Fisioterapeuta,18,50256,39461,12661.99
CODEPESCA,Pesca,F,Ingeniero,17,37634,58007,12661.990000000002
UASD,Educación,M,Profesor,1,39928,28034,12661.64
MOPC,Infraestructura,F,Arquitecto,33,35893,72441,12661.989999999993
MJ,Justicia,M,Abogada,35,33745,52629,12661.989999999993
SALUD,Medicina,F,Fisioterapeuta,17,57758,39837,12661.990000000002
CODEPESCA,Pesca,M,Ingeniero,26,45870,29413,12661.989999999993
UASD,Educación,F,Profesor,31,58621,57864,12661.989999999993
MOPC,Infraestructura,M,Arquitecto,29,55379,30014,12661.989999999993
MJ,Justicia,F,Abogada,14,54964,53532,12661.990000000002
SALUD,Medicina,M,Fisioterapeuta,12,36329,37534,12661.99
CODEPESCA,Pesca,F,Ingeniero,26,45968,20101,12661.989999999993
UASD,Educación,M,Profesor,22,35247,48182,12661.989999999993
MOPC,Infraestructura,F,Arquitecto,5,43847,25232,12661.64
MJ,Justicia,M,Abogada,18,33756,26319,12661.99
SALUD,Medicina,F,Fisioterapeuta,24,31065,43106,12661.989999999993
CODEPESCA,Pesca,M,Ingeniero,13,30623,85717,12661.99
UASD,Educación,F,Profesor,9,52351,89963,12661.99
MOPC,Infraestructura,M,Arquitecto,30,37776,96033,12661.989999999993
MJ,Justicia,F,Abogada,5,38592,26739,12661.64
SALUD,Medicina,M,Fisioterapeuta,36,49282,23574,12661.989999999993
CODEPESCA,Pesca,F,Ingeniero,29,41049,60104,12661.989999999993
UASD,Educación,M,Profesor,24,56435,46612,12661.989999999993
MOPC,Infraestructura,F,Arquitecto,16,55646,76554,12661.990000000002
MJ,Justicia,M,Abogada,32,57502,32974,12661.989999999993
SALUD,Medicina,F,Fisioterapeuta,16,51242,35609,12661.990000000002
CODEPESCA,Pesca,M,Ingeniero,31,50464,69239,12661.989999999993
UASD,Educación,F,Profesor,24,51329,56907,12661.989999999993
MOPC,Infraestructura,M,Arquitecto,12,34202,70766,12661.99
MJ,Justicia,F,Abogada,1,38140,64110,12661.64
SALUD,Medicina,M,Fisioterapeuta,34,46035,91838,12661.989999999993
CODEPESCA,Pesca,F,Ingeniero,25,51023,72075,12661.989999999993
UASD,Educación,M,Profesor,36,49717,58879,12661.989999999993
MOPC,Infraestructura,F,Arquitecto,19,34314,52419,12661.99
MJ,Justicia,M,Abogada,36,42324,84152,12661.989999999993
SALUD,Medicina,F,Fisioterapeuta,7,51159,71901,12661.64
CODEPESCA,Pesca,M,Ingeniero,21,50280,52899,12661.99
UASD,Educación,F,Profesor,20,53572,93056,12661.99
MOPC,Infraestructura,M,Arquitecto,33,33589,47053,12661.989999999993
MJ,Justicia,F,Abogada,38,33139,28538,12661.989999999993
SALUD,Medicina,M,Fisioterapeuta,15,55607,59694,12661.990000000002
CODEPESCA,Pesca,F,Ingeniero,33,31781,98287,12661.989999999993
UASD,Educación,M,Profesor,8,49572,62774,12661.99
MOPC,Infraestructura,F,Arquitecto,18,32576,52240,12661.99
MJ,Justicia,M,Abogada,15,46206,25256,12661.990000000002
SALUD,Medicina,F,Fisioterapeuta,32,31558,37729,12661.989999999993
CODEPESCA,Pesca,M,Ingeniero,1,55002,48769,12661.64
UASD,Educación,F,Profesor,1,58259,88534,12661.64
MOPC,Infraestructura,M,Arquitecto,38,38047,76199,12661.989999999993
MJ,Justicia,F,Abogada,7,51175,65275,12661.64
SALUD,Medicina,M,Fisioterapeuta,1,59735,51469,12661.64
CODEPESCA,Pesca,F,Ingeniero,31,33466,86861,12661.989999999993
UASD,Educación,M,Profesor,8,52308,71953,12661.99
MOPC,Infraestructura,F,Arquitecto,2,42004,89836,12661.64
MJ,Justicia,M,Abogada,5,58553,42940,12661.64
SALUD,Medicina,F,Fisioterapeuta,25,49516,92481,12661.989999999993
CODEPESCA,Pesca,M,Ingeniero,14,35544,37154,12661.990000000002
UASD,Educación,F,Profesor,4,33607,90980,12661.64
MOPC,Infraestructura,M,Arquitecto,21,56632,45915,12661.99
MJ,Justicia,F,Abogada,20,47654,82672,12661.99
SALUD,Medicina,M,Fisioterapeuta,36,35210,45203,12661.989999999993
CODEPESCA,Pesca,F,Ingeniero,13,39080,31378,12661.99
UASD,Educación,M,Profesor,20,50461,43446,12661.99
MOPC,Infraestructura,F,Arquitecto,33,39933,71127,12661.989999999993
MJ,Justicia,M,Abogada,13,42736,84862,12661.99
SALUD,Medicina,F,Fisioterapeuta,19,56921,86124,12661.99
CODEPESCA,Pesca,M,Ingeniero,5,36896,80210,12661.64
UASD,Educación,F,Profesor,1,41964,24965,12661.64
MOPC,Infraestructura,M,Arquitecto,1,43893,55630,12661.64
MJ,Justicia,F,Abogada,17,57557,32281,12661.990000000002
SALUD,Medicina,M,Fisioterapeuta,15,46335,71686,12661.990000000002
CODEPESCA,Pesca,F,Ingeniero,14,38808,31640,12661.990000000002
UASD,Educación,M,Profesor,20,53923,84353,12661.99
MOPC,Infraestructura,F,Arquitecto,33,46000,26245,12661.989999999993
MJ,Justicia,M,Abogada,33,41255,60535,12661.989999999993
SALUD,Medicina,F,Fisioterapeuta,27,49982,90111,12661.989999999993
CODEPESCA,Pesca,M,Ingeniero,21,43524,31077,12661.99
UASD,Educación,F,Profesor,21,57064,99338,12661.99
